age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase
31.0,,Tablet,19.47,5.0,11.0,4.0,1.0,1.0,1.0,14.66,55.2,0.0
21.0,Female,,18.33,14.0,4.0,6.0,1.0,,1.0,10.99,20.27,
39.0,Female,Desktop,6.05,10.0,6.0,,1.0,0.0,0.0,21.57,63.61,1.0
57.0,,Tablet,15.58,9.0,5.0,2.0,0.0,,0.0,16.77,57.74,1.0
35.0,,Mobile,10.57,13.0,6.0,,0.0,0.0,0.0,16.91,16.21,
44.0,Male,Desktop,7.21,1.0,13.0,9.0,0.0,0.0,0.0,9.99,78.43,0.0
41.0,Male,Desktop,21.31,3.0,7.0,5.0,0.0,0.0,,16.42,6.92,
44.0,Female,Mobile,11.77,10.0,3.0,8.0,0.0,1.0,,8.59,3.85,
45.0,,Desktop,16.74,10.0,1.0,4.0,0.0,1.0,1.0,40.31,39.62,1.0
59.0,,Desktop,26.09,11.0,5.0,7.0,0.0,0.0,1.0,27.17,41.22,
39.0,Female,,8.71,14.0,14.0,1.0,1.0,0.0,0.0,21.02,99.97,0.0
59.0,Female,Desktop,16.83,8.0,4.0,7.0,,1.0,0.0,12.26,12.72,0.0
47.0,Female,Desktop,14.64,12.0,7.0,5.0,0.0,0.0,,17.04,72.03,
20.0,Female,Mobile,7.8,10.0,11.0,9.0,0.0,1.0,0.0,34.56,82.53,0.0
42.0,Male,Mobile,8.58,8.0,7.0,9.0,0.0,0.0,0.0,30.64,,1.0
38.0,Male,Desktop,13.15,8.0,7.0,4.0,1.0,0.0,0.0,6.37,14.58,1.0
47.0,Male,Tablet,30.0,13.0,14.0,4.0,0.0,1.0,,40.42,82.15,0.0
34.0,Female,,23.89,18.0,7.0,9.0,,1.0,0.0,4.68,40.8,
42.0,Male,Tablet,17.26,5.0,14.0,0.0,1.0,0.0,1.0,17.31,9.58,1.0
58.0,Male,Desktop,15.61,7.0,0.0,8.0,0.0,0.0,1.0,11.42,86.82,
,Male,,3.18,16.0,10.0,3.0,,,0.0,6.59,49.51,
57.0,Female,,,19.0,12.0,1.0,,0.0,1.0,16.58,37.02,1.0
40.0,Male,,16.23,16.0,4.0,1.0,0.0,1.0,1.0,25.32,60.78,0.0
40.0,Female,Tablet,4.0,12.0,,1.0,0.0,0.0,0.0,33.24,65.16,1.0
31.0,Male,Tablet,9.17,14.0,2.0,5.0,,0.0,,23.37,21.01,1.0
55.0,Male,Tablet,15.24,7.0,6.0,8.0,1.0,0.0,0.0,34.88,99.97,0.0
53.0,Female,Mobile,14.64,7.0,7.0,8.0,0.0,1.0,,9.22,20.42,1.0
38.0,,Desktop,26.36,8.0,13.0,7.0,0.0,1.0,0.0,24.62,84.97,1.0
26.0,,,25.67,16.0,4.0,2.0,1.0,0.0,1.0,4.72,63.63,0.0
56.0,Male,Mobile,29.13,,5.0,8.0,1.0,0.0,,43.55,45.81,1.0
28.0,Male,Mobile,5.85,9.0,13.0,,1.0,1.0,,2.81,98.14,1.0
43.0,Male,Desktop,5.52,5.0,2.0,2.0,0.0,,,23.86,21.24,0.0
,Female,Mobile,1.0,10.0,14.0,0.0,1.0,1.0,1.0,6.74,94.33,1.0
36.0,Female,Mobile,20.6,17.0,13.0,0.0,,,0.0,6.14,68.8,1.0
40.0,,Mobile,9.21,10.0,6.0,2.0,0.0,,0.0,15.69,79.55,
33.0,,Mobile,12.83,10.0,11.0,6.0,0.0,1.0,0.0,28.84,94.07,1.0
34.0,Female,Mobile,30.0,18.0,2.0,8.0,1.0,0.0,0.0,14.34,58.63,1.0
59.0,,Tablet,1.0,3.0,11.0,4.0,,0.0,1.0,22.43,19.18,
41.0,Male,Tablet,6.43,3.0,3.0,0.0,,,1.0,1.69,13.63,1.0
36.0,,Desktop,6.09,9.0,14.0,4.0,,,1.0,16.1,59.86,0.0
34.0,Male,,29.88,2.0,4.0,7.0,,0.0,0.0,35.48,31.37,0.0
36.0,Male,,7.61,19.0,9.0,,0.0,,1.0,15.28,51.18,
29.0,Female,Tablet,5.75,1.0,1.0,3.0,0.0,,1.0,28.03,26.36,1.0
36.0,,Desktop,23.11,10.0,10.0,8.0,0.0,1.0,,24.35,52.8,1.0
47.0,,,18.53,19.0,10.0,1.0,,,1.0,2.21,77.98,0.0
33.0,,Tablet,17.14,19.0,11.0,8.0,1.0,0.0,1.0,23.51,42.64,1.0
,,,11.56,18.0,11.0,1.0,1.0,,0.0,6.63,13.03,1.0
48.0,Female,Mobile,28.54,3.0,4.0,4.0,0.0,0.0,1.0,8.32,53.93,
49.0,,Desktop,12.36,9.0,5.0,0.0,0.0,1.0,1.0,2.91,21.87,0.0
21.0,,Desktop,18.62,4.0,13.0,2.0,1.0,1.0,1.0,7.34,27.41,0.0
39.0,Male,,29.21,11.0,12.0,7.0,,0.0,1.0,22.73,99.97,0.0
40.0,Male,,17.94,3.0,10.0,4.0,1.0,1.0,0.0,6.18,3.45,
54.0,Male,Tablet,9.86,14.0,1.0,2.0,1.0,1.0,0.0,35.86,63.55,
49.0,Female,Tablet,26.64,11.0,7.0,4.0,,0.0,1.0,37.85,89.95,
36.0,Female,Tablet,16.07,3.0,11.0,2.0,1.0,0.0,0.0,,65.12,1.0
38.0,,Tablet,14.09,8.0,7.0,1.0,0.0,1.0,0.0,18.94,55.91,
45.0,Male,Mobile,9.16,10.0,4.0,7.0,0.0,0.0,1.0,39.58,24.19,1.0
26.0,Female,Mobile,19.66,3.0,7.0,9.0,0.0,1.0,1.0,19.81,87.48,1.0
43.0,,Desktop,17.97,1.0,6.0,8.0,0.0,0.0,1.0,20.01,33.99,
46.0,Female,Tablet,18.27,5.0,7.0,7.0,1.0,1.0,0.0,5.5,58.2,1.0
38.0,Male,Tablet,9.3,7.0,1.0,0.0,1.0,0.0,1.0,8.65,81.58,1.0
43.0,Female,Tablet,29.13,7.0,13.0,9.0,,0.0,0.0,3.73,25.28,
46.0,,Tablet,14.25,17.0,9.0,,0.0,1.0,0.0,12.6,67.71,
43.0,,Desktop,9.93,14.0,,5.0,1.0,0.0,,16.02,24.47,1.0
55.0,,,9.31,8.0,6.0,4.0,1.0,1.0,0.0,7.79,83.86,0.0
40.0,Male,Desktop,16.78,16.0,10.0,2.0,0.0,1.0,1.0,7.9,33.1,
37.0,,,16.08,17.0,10.0,2.0,1.0,1.0,0.0,23.36,95.14,0.0
37.0,Male,Tablet,15.4,12.0,6.0,,1.0,,1.0,15.11,97.99,0.0
58.0,Male,Mobile,19.32,10.0,2.0,2.0,0.0,1.0,1.0,19.98,99.39,1.0
28.0,Male,Desktop,11.13,13.0,3.0,8.0,,1.0,1.0,12.47,19.22,0.0
20.0,,Mobile,19.91,4.0,11.0,8.0,0.0,1.0,0.0,14.01,42.27,1.0
22.0,Female,,19.05,4.0,13.0,8.0,1.0,0.0,1.0,5.86,76.43,
52.0,Male,Mobile,23.31,10.0,11.0,6.0,1.0,1.0,0.0,22.7,94.81,1.0
38.0,,Mobile,27.97,10.0,7.0,5.0,1.0,,0.0,9.31,88.53,1.0
56.0,Female,,28.02,14.0,6.0,2.0,0.0,1.0,0.0,22.78,85.75,0.0
53.0,Female,Tablet,6.47,10.0,2.0,9.0,1.0,,1.0,13.95,46.76,1.0
38.0,Female,,26.69,11.0,1.0,4.0,0.0,,1.0,5.08,13.16,
59.0,Male,Desktop,14.1,16.0,2.0,2.0,1.0,0.0,,10.5,89.26,
47.0,Female,Mobile,17.79,16.0,5.0,6.0,,1.0,1.0,14.27,16.43,1.0
20.0,,Tablet,17.19,19.0,11.0,9.0,0.0,0.0,0.0,20.71,59.51,
25.0,Male,Tablet,13.68,9.0,13.0,3.0,1.0,,0.0,10.7,59.69,
,Female,Mobile,18.9,15.0,14.0,8.0,1.0,0.0,0.0,25.91,97.63,1.0
31.0,Male,Tablet,8.91,15.0,14.0,4.0,,0.0,0.0,13.53,91.69,
30.0,,Mobile,19.85,19.0,9.0,9.0,1.0,1.0,,7.5,45.8,0.0
29.0,Male,,,16.0,11.0,3.0,1.0,1.0,0.0,18.46,42.56,
56.0,Female,Desktop,18.83,19.0,11.0,8.0,1.0,0.0,0.0,21.79,8.0,1.0
38.0,,Tablet,15.78,8.0,12.0,3.0,0.0,1.0,0.0,39.54,85.17,
39.0,Male,,18.45,16.0,2.0,8.0,0.0,,1.0,0.94,7.62,1.0
54.0,,,19.22,10.0,14.0,6.0,1.0,0.0,1.0,24.75,84.55,1.0
54.0,Male,Mobile,27.24,8.0,13.0,3.0,,1.0,1.0,21.98,93.2,
47.0,Female,Tablet,12.29,15.0,14.0,0.0,1.0,0.0,,44.75,98.2,
50.0,,Tablet,6.72,16.0,3.0,3.0,1.0,,1.0,3.83,34.71,
48.0,Male,Desktop,14.11,14.0,7.0,6.0,0.0,0.0,,4.63,34.11,1.0
26.0,Male,Mobile,20.59,19.0,8.0,2.0,,0.0,1.0,31.97,47.49,
46.0,,Mobile,6.08,16.0,4.0,8.0,,1.0,,22.97,8.36,1.0
42.0,Female,,6.7,11.0,5.0,4.0,0.0,,,4.55,10.23,1.0
36.0,,Mobile,15.88,10.0,6.0,5.0,1.0,0.0,1.0,4.76,73.42,
51.0,Male,Tablet,2.4,10.0,14.0,7.0,1.0,0.0,,22.86,47.41,0.0
27.0,Male,Desktop,8.97,,12.0,9.0,0.0,1.0,1.0,31.41,37.21,1.0
23.0,Female,Mobile,24.02,10.0,14.0,7.0,1.0,0.0,1.0,8.04,39.71,1.0
24.0,Male,Tablet,25.83,10.0,11.0,6.0,,1.0,0.0,15.72,80.62,
54.0,Male,Mobile,16.92,15.0,1.0,,0.0,1.0,,24.02,55.25,1.0
28.0,Male,Desktop,29.64,10.0,14.0,1.0,0.0,0.0,,3.44,81.79,0.0
58.0,Female,Tablet,9.27,11.0,14.0,,0.0,1.0,,8.43,52.06,0.0
52.0,Male,Desktop,12.01,18.0,10.0,3.0,0.0,0.0,1.0,11.94,71.09,1.0
27.0,Male,Tablet,24.65,18.0,5.0,0.0,,,0.0,7.5,,
56.0,Male,Mobile,22.2,7.0,4.0,7.0,1.0,1.0,0.0,12.95,35.44,0.0
50.0,Female,Tablet,16.51,10.0,13.0,6.0,0.0,1.0,1.0,20.89,50.51,0.0
38.0,Male,Mobile,7.83,16.0,7.0,,1.0,1.0,1.0,25.49,37.78,1.0
57.0,Female,,9.22,2.0,12.0,4.0,1.0,,0.0,25.35,84.73,1.0
45.0,Male,,17.78,10.0,0.0,2.0,0.0,,1.0,9.32,21.84,1.0
34.0,Female,Desktop,,14.0,11.0,0.0,0.0,1.0,1.0,9.6,15.08,1.0
22.0,Female,Desktop,14.81,17.0,10.0,1.0,,,0.0,30.46,17.77,
46.0,Male,Tablet,19.86,1.0,12.0,,,0.0,0.0,9.55,18.31,
49.0,,,11.55,2.0,0.0,0.0,0.0,1.0,,20.82,99.97,1.0
36.0,Female,Tablet,6.54,12.0,7.0,,0.0,0.0,1.0,1.61,26.58,1.0
21.0,Female,Tablet,5.47,19.0,4.0,2.0,,0.0,1.0,16.26,70.35,1.0
47.0,Female,Desktop,4.96,3.0,11.0,7.0,0.0,,0.0,23.13,,1.0
54.0,Male,Tablet,11.1,19.0,14.0,7.0,1.0,,1.0,25.32,86.79,1.0
56.0,,,5.66,8.0,9.0,8.0,0.0,1.0,0.0,21.67,22.4,0.0
40.0,Male,,13.68,7.0,11.0,3.0,1.0,0.0,1.0,24.43,44.75,1.0
38.0,,Desktop,10.3,7.0,5.0,,0.0,,0.0,9.71,93.43,0.0
48.0,Female,Desktop,23.03,12.0,5.0,2.0,,0.0,1.0,5.64,4.43,
41.0,Male,Mobile,2.52,10.0,4.0,6.0,0.0,0.0,1.0,32.94,50.96,0.0
28.0,Female,Desktop,23.46,13.0,7.0,3.0,1.0,1.0,0.0,19.35,99.97,1.0
19.0,,,10.86,18.0,13.0,5.0,0.0,1.0,0.0,22.31,40.78,
27.0,Female,Desktop,16.54,19.0,11.0,2.0,1.0,0.0,0.0,38.89,47.05,0.0
53.0,,,20.58,19.0,7.0,7.0,0.0,,1.0,2.56,90.26,1.0
52.0,Female,Tablet,11.42,13.0,14.0,0.0,1.0,0.0,1.0,20.1,10.44,
34.0,Female,,12.55,19.0,14.0,7.0,1.0,1.0,1.0,12.0,69.0,0.0
54.0,,Mobile,11.8,15.0,5.0,7.0,1.0,,0.0,15.6,6.75,1.0
22.0,Male,Mobile,30.0,5.0,11.0,5.0,0.0,0.0,0.0,30.33,67.24,0.0
44.0,Female,Tablet,20.55,10.0,14.0,9.0,0.0,,,24.23,88.32,
41.0,Male,Mobile,10.17,10.0,5.0,9.0,0.0,0.0,0.0,26.68,50.15,
20.0,Male,Tablet,9.73,11.0,13.0,4.0,1.0,0.0,1.0,10.95,44.98,1.0
45.0,Female,Tablet,27.09,19.0,5.0,0.0,1.0,1.0,1.0,1.8,95.31,0.0
35.0,Male,Tablet,21.54,15.0,11.0,6.0,0.0,1.0,0.0,5.21,59.39,1.0
33.0,Male,Mobile,6.33,11.0,4.0,4.0,1.0,,0.0,30.64,97.52,0.0
38.0,Female,Mobile,12.71,15.0,5.0,8.0,,1.0,1.0,22.67,33.91,1.0
,Female,Tablet,25.84,18.0,5.0,9.0,0.0,0.0,1.0,9.06,84.86,0.0
56.0,,,16.04,16.0,7.0,2.0,1.0,0.0,0.0,11.84,48.52,1.0
47.0,Male,Mobile,10.14,13.0,4.0,5.0,1.0,1.0,,12.92,40.28,0.0
24.0,Male,Mobile,29.78,9.0,12.0,9.0,,,0.0,5.15,73.79,
36.0,Female,,13.24,10.0,8.0,2.0,0.0,0.0,0.0,4.99,24.96,1.0
58.0,,Mobile,16.3,9.0,4.0,2.0,,0.0,1.0,1.46,71.64,0.0
58.0,Male,Desktop,16.61,3.0,1.0,3.0,0.0,1.0,0.0,19.06,14.16,
22.0,Male,Mobile,26.03,4.0,10.0,1.0,0.0,0.0,1.0,28.11,41.45,
27.0,Male,,11.56,10.0,9.0,2.0,1.0,0.0,0.0,,54.99,1.0
32.0,Male,Desktop,20.36,10.0,1.0,0.0,0.0,0.0,1.0,8.74,53.29,
18.0,Female,Desktop,1.31,17.0,11.0,1.0,0.0,,0.0,20.37,89.47,0.0
18.0,,Desktop,13.34,8.0,1.0,4.0,1.0,0.0,,41.25,69.36,1.0
18.0,Female,Tablet,19.15,11.0,2.0,1.0,1.0,1.0,0.0,42.89,0.1,1.0
37.0,Female,Mobile,3.85,,14.0,4.0,0.0,0.0,1.0,15.02,96.32,1.0
28.0,,Mobile,16.34,12.0,4.0,7.0,0.0,1.0,0.0,0.94,94.27,
32.0,,,18.7,8.0,4.0,,1.0,0.0,0.0,33.24,99.97,1.0
47.0,,Mobile,15.01,4.0,12.0,9.0,0.0,0.0,0.0,24.07,57.48,
37.0,Female,Mobile,26.99,,7.0,7.0,0.0,,0.0,10.59,48.13,
42.0,Female,Tablet,15.54,11.0,10.0,7.0,0.0,1.0,0.0,34.23,51.09,0.0
36.0,Female,Desktop,9.33,10.0,12.0,7.0,0.0,0.0,0.0,21.26,96.9,0.0
57.0,Male,Desktop,30.0,3.0,1.0,2.0,0.0,0.0,,2.9,42.42,1.0
22.0,Male,Desktop,22.66,2.0,,5.0,,0.0,1.0,21.49,99.97,
59.0,Female,Desktop,30.0,3.0,5.0,0.0,0.0,0.0,,15.28,72.67,1.0
49.0,,,29.32,9.0,7.0,2.0,,0.0,1.0,27.48,57.99,
41.0,Male,Mobile,13.29,16.0,4.0,7.0,0.0,1.0,0.0,30.66,86.64,0.0
39.0,Male,,4.44,5.0,13.0,4.0,1.0,1.0,,11.44,84.9,1.0
59.0,Male,,28.64,10.0,7.0,6.0,0.0,1.0,,10.62,65.74,0.0
31.0,Female,Mobile,15.84,19.0,9.0,3.0,0.0,,1.0,24.38,27.35,0.0
23.0,Female,Mobile,11.49,4.0,14.0,9.0,,0.0,1.0,31.17,8.51,1.0
21.0,,Mobile,10.48,10.0,9.0,7.0,1.0,,0.0,1.88,27.86,
32.0,Male,Tablet,17.54,9.0,,3.0,0.0,0.0,0.0,12.24,18.65,
20.0,Female,Tablet,12.63,14.0,14.0,7.0,,0.0,1.0,19.08,93.33,1.0
54.0,Male,Tablet,8.39,10.0,11.0,2.0,0.0,1.0,1.0,12.72,47.11,
54.0,,Mobile,13.05,9.0,4.0,3.0,0.0,1.0,0.0,9.93,,
56.0,Female,Desktop,20.59,5.0,13.0,6.0,0.0,,0.0,21.94,46.04,
39.0,Male,Tablet,9.92,15.0,12.0,6.0,0.0,0.0,1.0,44.75,0.01,1.0
41.0,Female,Tablet,14.65,,4.0,4.0,0.0,1.0,,27.78,63.1,0.0
30.0,Male,Desktop,17.49,14.0,13.0,6.0,,1.0,1.0,29.71,52.22,0.0
53.0,Female,,6.97,10.0,3.0,8.0,0.0,0.0,1.0,18.25,89.26,1.0
33.0,Male,,20.26,1.0,10.0,1.0,1.0,,,30.07,29.77,0.0
37.0,Male,Desktop,15.91,11.0,12.0,0.0,0.0,0.0,,0.57,33.95,0.0
59.0,Male,,20.25,19.0,4.0,1.0,,1.0,0.0,4.64,70.16,
20.0,Male,Mobile,26.98,15.0,13.0,7.0,1.0,,0.0,12.17,27.6,1.0
57.0,Male,Desktop,,3.0,11.0,8.0,1.0,,1.0,11.77,52.01,1.0
53.0,Female,Desktop,10.33,11.0,5.0,1.0,,,0.0,43.64,4.62,0.0
31.0,Female,,18.86,10.0,,1.0,,0.0,,25.64,44.44,
55.0,Female,Mobile,6.39,19.0,14.0,4.0,0.0,1.0,0.0,16.22,43.06,1.0
51.0,,Tablet,27.43,13.0,5.0,7.0,,,1.0,20.6,25.7,1.0
32.0,Female,,9.02,11.0,1.0,4.0,1.0,1.0,0.0,13.68,81.62,0.0
45.0,Female,Tablet,12.1,11.0,12.0,9.0,,1.0,0.0,20.93,25.32,
23.0,Female,Mobile,16.46,19.0,7.0,3.0,0.0,1.0,1.0,32.92,20.25,
21.0,Female,,5.7,2.0,14.0,4.0,0.0,1.0,,4.16,68.01,
25.0,,Tablet,25.61,11.0,4.0,1.0,,1.0,0.0,24.62,84.49,1.0
33.0,Male,Desktop,6.32,19.0,13.0,0.0,,0.0,1.0,2.41,45.5,1.0
43.0,Female,Tablet,10.52,17.0,0.0,7.0,1.0,1.0,0.0,12.41,41.2,1.0
36.0,Female,Tablet,29.59,7.0,,5.0,1.0,0.0,,25.41,99.2,1.0
32.0,Female,Mobile,16.05,9.0,6.0,5.0,1.0,0.0,0.0,34.1,47.81,
25.0,Female,Mobile,29.95,19.0,14.0,2.0,0.0,0.0,1.0,17.84,70.02,1.0
37.0,,Desktop,5.77,13.0,10.0,5.0,0.0,1.0,0.0,19.27,7.35,1.0
29.0,Male,,18.9,12.0,7.0,5.0,0.0,0.0,1.0,6.54,9.13,
42.0,Male,Desktop,13.57,10.0,4.0,9.0,1.0,,1.0,,93.82,1.0
45.0,Male,Tablet,25.36,3.0,12.0,3.0,1.0,1.0,1.0,4.89,66.49,0.0
56.0,Female,Mobile,15.7,9.0,11.0,4.0,0.0,1.0,0.0,29.81,90.88,1.0
42.0,Female,Tablet,8.06,5.0,1.0,8.0,1.0,1.0,0.0,3.37,40.7,
59.0,Male,Mobile,10.61,2.0,7.0,9.0,1.0,0.0,1.0,,31.02,
47.0,,,28.33,11.0,5.0,6.0,1.0,1.0,1.0,27.97,41.29,0.0
59.0,,Desktop,8.71,12.0,13.0,0.0,0.0,,0.0,11.46,65.96,
54.0,,Mobile,13.82,19.0,4.0,9.0,1.0,,0.0,16.19,62.18,0.0
52.0,Female,Desktop,14.51,4.0,5.0,3.0,0.0,1.0,0.0,14.45,33.47,1.0
48.0,,,15.62,10.0,13.0,1.0,,,1.0,15.73,65.96,1.0
47.0,Male,,13.81,6.0,13.0,6.0,1.0,,,18.9,68.1,1.0
32.0,Female,,19.21,10.0,12.0,3.0,1.0,1.0,,32.12,49.66,0.0
31.0,Male,Mobile,18.78,19.0,14.0,6.0,,0.0,1.0,16.05,50.91,
43.0,Female,Mobile,16.64,9.0,14.0,5.0,0.0,1.0,1.0,11.98,71.38,1.0
50.0,,,1.91,10.0,11.0,7.0,,,1.0,4.39,12.73,0.0
36.0,,Mobile,,10.0,4.0,,0.0,,,44.13,53.41,0.0
49.0,,Mobile,14.58,19.0,7.0,5.0,0.0,0.0,,32.39,46.67,1.0
36.0,Female,Tablet,20.9,15.0,11.0,,0.0,0.0,0.0,3.42,1.18,
57.0,,Tablet,14.28,9.0,11.0,5.0,0.0,1.0,1.0,1.1,57.01,0.0
18.0,Female,,22.27,19.0,14.0,5.0,1.0,,0.0,27.24,47.39,1.0
35.0,Female,,8.54,3.0,0.0,4.0,0.0,0.0,1.0,2.41,43.89,
24.0,,Tablet,18.41,3.0,7.0,8.0,1.0,0.0,1.0,2.08,82.05,0.0
59.0,Female,Tablet,21.46,8.0,11.0,4.0,,0.0,0.0,29.0,56.26,1.0
19.0,Female,Tablet,20.18,4.0,7.0,9.0,0.0,,1.0,,80.14,1.0
45.0,Female,Mobile,10.26,9.0,12.0,4.0,0.0,,1.0,16.92,59.63,1.0
20.0,Female,Tablet,20.11,12.0,5.0,7.0,,1.0,,3.66,58.79,1.0
44.0,Female,Desktop,15.14,15.0,3.0,0.0,0.0,0.0,1.0,3.6,42.45,1.0
51.0,,Mobile,21.95,7.0,13.0,8.0,1.0,1.0,0.0,12.46,46.33,
44.0,Male,Tablet,25.56,18.0,12.0,6.0,1.0,,1.0,29.33,42.02,1.0
59.0,,Mobile,17.01,19.0,9.0,8.0,,,1.0,42.84,18.76,1.0
55.0,Female,Mobile,11.56,10.0,6.0,4.0,,1.0,0.0,2.04,37.41,1.0
35.0,Female,Tablet,21.89,18.0,12.0,8.0,0.0,0.0,0.0,6.17,54.65,0.0
53.0,,,30.0,4.0,0.0,8.0,1.0,1.0,,32.73,57.75,0.0
25.0,Male,Desktop,21.54,12.0,5.0,9.0,0.0,1.0,0.0,8.99,60.53,
48.0,,,13.64,10.0,4.0,8.0,1.0,0.0,1.0,26.24,55.67,0.0
44.0,Male,,3.83,13.0,7.0,4.0,0.0,1.0,,2.08,53.44,
36.0,,Mobile,21.83,15.0,5.0,8.0,1.0,1.0,0.0,17.92,95.49,1.0
54.0,Female,Mobile,6.32,19.0,5.0,0.0,0.0,1.0,0.0,10.23,9.31,0.0
45.0,Female,Tablet,,9.0,4.0,4.0,1.0,0.0,1.0,7.81,51.14,1.0
28.0,Male,Mobile,24.76,5.0,4.0,8.0,,1.0,0.0,25.69,37.18,0.0
45.0,Male,Tablet,29.41,16.0,1.0,,0.0,1.0,0.0,44.01,60.36,0.0
56.0,Female,Tablet,18.78,10.0,,3.0,1.0,0.0,0.0,40.33,37.56,1.0
34.0,Male,Tablet,6.76,10.0,2.0,5.0,,1.0,0.0,31.5,75.38,1.0
45.0,Male,Tablet,17.91,19.0,2.0,1.0,0.0,,0.0,16.36,0.01,1.0
42.0,Male,Tablet,27.68,18.0,7.0,5.0,,1.0,1.0,4.2,47.15,0.0
42.0,Male,Tablet,12.04,4.0,5.0,6.0,1.0,1.0,1.0,4.97,70.83,0.0
23.0,Female,Desktop,17.48,2.0,5.0,7.0,0.0,1.0,0.0,6.7,56.46,1.0
19.0,Male,Mobile,25.87,10.0,13.0,7.0,0.0,,1.0,18.19,68.12,
52.0,Female,Desktop,14.59,12.0,4.0,2.0,0.0,1.0,,34.8,65.98,1.0
19.0,Female,Mobile,12.45,,2.0,3.0,,1.0,1.0,10.62,59.11,0.0
31.0,Female,Desktop,9.0,10.0,14.0,3.0,1.0,0.0,0.0,20.95,60.2,
18.0,Male,Mobile,3.81,9.0,14.0,4.0,0.0,0.0,1.0,14.56,67.58,1.0
49.0,,Desktop,13.32,12.0,7.0,9.0,1.0,,1.0,12.13,63.04,1.0
59.0,Male,,4.55,10.0,14.0,,1.0,0.0,0.0,17.3,96.78,1.0
25.0,Female,,14.28,10.0,6.0,6.0,,1.0,1.0,12.82,24.27,
31.0,Female,Tablet,5.99,6.0,5.0,9.0,0.0,1.0,0.0,29.49,99.97,0.0
41.0,,Tablet,9.33,9.0,5.0,5.0,,1.0,1.0,20.91,77.99,1.0
49.0,Male,Mobile,4.52,3.0,7.0,5.0,,0.0,1.0,0.57,28.33,
46.0,Female,Mobile,17.54,18.0,11.0,7.0,1.0,0.0,,20.76,76.5,0.0
27.0,,Mobile,5.21,,2.0,8.0,1.0,,0.0,17.27,0.57,0.0
27.0,Female,Desktop,7.18,9.0,4.0,2.0,0.0,0.0,0.0,36.07,8.66,1.0
42.0,,Tablet,16.91,4.0,6.0,6.0,0.0,1.0,0.0,30.21,75.03,0.0
51.0,,Tablet,9.06,19.0,6.0,1.0,,0.0,0.0,25.96,31.88,0.0
,Female,Tablet,17.26,18.0,11.0,7.0,0.0,0.0,1.0,32.66,21.94,0.0
59.0,Male,Desktop,23.42,10.0,7.0,3.0,,1.0,0.0,20.7,37.51,0.0
45.0,,Desktop,7.71,10.0,11.0,0.0,0.0,,,15.17,91.0,
36.0,Female,,22.6,19.0,14.0,2.0,0.0,1.0,1.0,2.96,57.71,1.0
28.0,Female,Tablet,2.16,9.0,14.0,6.0,,1.0,1.0,14.75,18.73,1.0
31.0,Male,Mobile,24.29,4.0,12.0,9.0,0.0,0.0,,3.98,66.54,1.0
29.0,Female,Desktop,24.2,13.0,7.0,8.0,,0.0,1.0,39.72,64.42,0.0
,Female,Mobile,29.6,,3.0,5.0,0.0,0.0,0.0,16.3,63.12,0.0
26.0,Male,Desktop,15.85,19.0,11.0,,0.0,1.0,,23.36,0.01,1.0
51.0,Female,Tablet,18.24,19.0,4.0,5.0,1.0,1.0,,8.07,44.98,0.0
49.0,Male,,10.97,6.0,13.0,8.0,1.0,1.0,1.0,20.88,80.06,1.0
41.0,Female,Mobile,13.93,1.0,6.0,9.0,,1.0,0.0,3.23,55.93,0.0
25.0,Male,Mobile,1.0,19.0,3.0,5.0,1.0,0.0,,4.64,59.18,1.0
45.0,Female,,12.91,2.0,14.0,4.0,,1.0,0.0,2.88,36.86,0.0
55.0,Male,Desktop,8.26,10.0,8.0,4.0,1.0,0.0,1.0,2.21,53.23,
20.0,Male,Tablet,29.94,5.0,11.0,5.0,0.0,1.0,0.0,38.89,84.23,1.0
29.0,Female,Tablet,18.15,18.0,14.0,0.0,0.0,0.0,1.0,2.25,99.97,
,Female,Desktop,,5.0,12.0,0.0,1.0,1.0,,1.8,61.82,1.0
41.0,Male,Tablet,10.32,5.0,13.0,5.0,,1.0,,22.38,59.38,0.0
30.0,Female,Mobile,13.67,,13.0,2.0,1.0,1.0,0.0,12.89,41.71,0.0
59.0,Female,Mobile,29.11,5.0,10.0,3.0,1.0,0.0,,20.08,36.78,0.0
40.0,Male,Mobile,,14.0,13.0,8.0,1.0,0.0,0.0,9.39,59.83,1.0
24.0,Female,Tablet,17.71,1.0,6.0,2.0,1.0,,1.0,12.72,46.22,1.0
59.0,Female,Desktop,9.18,16.0,3.0,4.0,0.0,,0.0,24.21,2.11,
18.0,,Desktop,24.89,6.0,7.0,5.0,0.0,1.0,0.0,5.6,85.0,
57.0,,,29.37,12.0,6.0,6.0,0.0,0.0,0.0,38.53,22.37,1.0
59.0,Male,Mobile,14.6,9.0,12.0,2.0,1.0,,,3.96,24.79,1.0
55.0,Male,,6.74,12.0,7.0,3.0,,1.0,1.0,5.35,81.95,1.0
22.0,Male,Tablet,26.25,17.0,1.0,3.0,1.0,0.0,,4.38,25.39,
44.0,,Mobile,27.1,1.0,0.0,4.0,0.0,1.0,1.0,16.5,54.75,1.0
23.0,Female,Desktop,9.81,7.0,14.0,4.0,1.0,,1.0,32.55,98.98,1.0
34.0,Female,Tablet,10.28,10.0,11.0,6.0,0.0,0.0,0.0,0.57,48.66,
