match_no,date,stage,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed,fielder
4,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",PBKS,KKR,2,17.3,Abhishek Sharma,Kartik Tyagi,1,0,0,0,0,0,,,
4,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",SRH,SRH,1,9.8,Ryan Rickelton,Axar Patel,0,0,0,0,0,0,,,
3,"Apr 02, 2026",League stage,"Wankhede Stadium, Mumbai",LSG,LSG,2,13.2,Shreyas Iyer,Romario Shepherd,0,0,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",PBKS,DC,1,3.7,Shubman Gill,Harsh Dubey,0,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",CSK,PBKS,1,7.7,Nitish Reddy,Nandre Burger,1,0,0,0,0,0,caught,,
4,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,SRH,1,0.1,Sarfaraz Khan,Jaydev Unadkat,0,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",GT,LSG,2,0.5,Hardik Pandya,Arshdeep Singh,0,1,1,0,0,0,,,Virat Kohli
6,"Mar 28, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,SRH,2,2.5,Rashid Khan,Ravi Bishnoi,1,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,GT,2,0.1,Nitish Reddy,Nandre Burger,0,0,0,0,0,0,,,
5,"Apr 02, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,PBKS,2,5.6,Ryan Rickelton,Prince Yadav,4,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",MI,CSK,2,13.0,Yashasvi Jaiswal,Abhinandan Singh,1,0,0,0,0,0,,,
4,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",DC,SRH,1,0.1,Sameer Rizvi,Nandre Burger,0,0,0,0,0,0,,,
6,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",KKR,RCB,2,4.1,Ryan Rickelton,Abhishek Sharma,6,0,0,0,0,0,runout,,
6,"Mar 31, 2026",League stage,"Wankhede Stadium, Mumbai",LSG,LSG,1,0.1,Kartik Tyagi,Mohammed Shami,4,0,0,0,0,0,,,
4,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",GT,PBKS,1,4.4,Ryan Rickelton,Abhinandan Singh,6,0,0,0,0,0,,,
2,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",LSG,KKR,2,5.2,Anshul Kamboj,Nitish Reddy,1,0,0,0,0,0,,,
4,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,RR,2,14.8,Sanju Samson,Eshan Malinga,2,0,1,0,0,0,caught,,
3,"Mar 28, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RCB,SRH,1,0.1,Matthew Short,Nandre Burger,0,0,0,0,0,0,,,
6,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",CSK,PBKS,2,0.1,Ramandeep Singh,Mohsin Khan,6,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,PBKS,2,0.1,Aniket Verma,Brijesh Sharma,6,4,0,0,0,0,,,
2,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,MI,2,6.5,Pathum Nissanka,Nandre Burger,1,0,0,0,0,0,caught,,
6,"Apr 02, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,RR,1,9.7,Sai Sudharsan,Jamie Overton,0,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,SRH,2,0.1,Nicholas Pooran,David Payne,1,1,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,RR,1,1.8,Rajat Patidar,Jaydev Unadkat,6,0,0,0,0,0,caught,,
1,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,SRH,2,12.3,Aniket Verma,Mohammed Shami,1,0,0,0,0,0,,,
2,"Mar 31, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,PBKS,1,0.1,Aniket Verma,Hardik Pandya,0,2,0,0,0,0,,,
6,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,GT,2,6.8,Jos Buttler,Eshan Malinga,4,0,0,0,0,0,,,
2,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",PBKS,SRH,2,0.1,Sameer Rizvi,Suyash Sharma,3,0,0,0,0,0,,,
1,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",DC,RR,1,0.1,Cooper Connolly,Anrich Nortje,2,1,0,0,0,0,caught,,Hardik Pandya
4,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",CSK,MI,2,2.2,Tristan Stubbs,Lungi Ngidi,1,0,0,0,0,0,,,
6,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,PBKS,1,12.0,Shreyas Iyer,Nitish Reddy,0,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RR,MI,1,13.2,Abhishek Sharma,Arshdeep Singh,0,4,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Eden Gardens, Kolkata",CSK,PBKS,2,8.1,Ramandeep Singh,Kartik Tyagi,0,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RR,MI,2,0.1,Heinrich Klaasen,Harsh Dubey,2,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",MI,RCB,1,3.2,Virat Kohli,Ravindra Jadeja,1,0,0,0,0,0,,,
4,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,LSG,1,9.2,Shubman Gill,Shardul Thakur,1,0,0,0,0,0,caught,,
5,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RCB,CSK,1,3.4,Sameer Rizvi,Nitish Reddy,6,4,0,0,0,0,caught,Sunil Narine,
6,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,GT,1,2.3,Tilak Varma,Prince Yadav,0,0,1,0,0,0,,,
2,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,LSG,1,3.7,Ryan Rickelton,Arshdeep Singh,1,0,0,0,0,0,,,Mohsin Khan
5,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",DC,SRH,1,0.1,Sai Sudharsan,Marco Jansen,1,0,0,0,0,0,bowled,,
5,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",PBKS,GT,2,2.1,Shivang Kumar,Ravindra Jadeja,1,0,0,0,0,0,,,
2,"Apr 02, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",SRH,DC,2,0.1,Shahbaz Ahmed,Noor Ahmad,1,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,CSK,2,12.2,Rajat Patidar,Kartik Tyagi,1,0,0,0,0,0,,,
3,"Mar 28, 2026",League stage,"Eden Gardens, Kolkata",RCB,PBKS,1,3.4,Aniket Verma,Ravindra Jadeja,1,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",RR,RR,1,7.2,Xavier Bartlett,Jacob Duffy,0,0,0,0,0,0,,,
1,"Mar 28, 2026",League stage,"Eden Gardens, Kolkata",LSG,SRH,1,9.7,Virat Kohli,Vijaykumar Vyshak,6,0,0,0,0,0,,Rishabh Pant,
6,"Apr 02, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,LSG,1,0.1,Rinku Singh,Brijesh Sharma,4,2,0,0,0,0,,,Abdul Samad
6,"Mar 28, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,SRH,1,12.2,Mukul Choudhary,Prasidh Krishna,1,0,0,0,0,0,,,
3,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",MI,KKR,1,4.8,Angkrish Raghuvanshi,Kuldeep Yadav,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Eden Gardens, Kolkata",DC,RR,1,14.5,Rinku Singh,Washington Sundar,1,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,LSG,1,0.1,Nitish Rana,Mohammed Shami,1,0,0,0,0,0,,,
2,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,MI,2,0.1,Prabhsimran Singh,Shivang Kumar,6,0,0,0,0,1,,,
3,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,PBKS,2,9.6,Ajinkya Rahane,Lungi Ngidi,0,0,0,0,0,0,,,
1,"Apr 02, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,RCB,1,13.5,Rinku Singh,Romario Shepherd,4,0,0,0,0,0,caught,,
6,"Mar 28, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",SRH,GT,2,0.1,Yashasvi Jaiswal,Jaydev Unadkat,1,0,0,0,0,0,,,
4,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",GT,MI,1,3.2,Aniket Verma,Sunil Narine,0,1,0,0,0,0,caught,Varun Chakaravarthy,
5,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",SRH,KKR,1,2.8,Angkrish Raghuvanshi,Shardul Thakur,0,1,0,0,0,0,,,
6,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MI,LSG,1,10.7,Matthew Short,Harshal Patel,0,0,0,0,0,0,,,
1,"Apr 02, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,GT,1,7.5,Ishan Kishan,Lungi Ngidi,0,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,PBKS,2,10.9,Rohit Sharma,Prince Yadav,6,4,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,MI,1,2.9,Ishan Kishan,Mayank Markande,6,0,0,0,0,0,,,Arshdeep Singh
6,"Mar 28, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,PBKS,2,0.1,Glenn Phillips,Jacob Duffy,0,1,0,0,0,0,,,
5,"Mar 28, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",LSG,DC,1,0.1,Shubman Gill,Khaleel Ahmed,1,0,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",MI,GT,1,13.1,Jos Buttler,Kartik Tyagi,4,0,0,0,0,0,,,
4,"Apr 02, 2026",League stage,"Eden Gardens, Kolkata",CSK,RR,2,4.6,Prabhsimran Singh,Sunil Narine,0,0,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",KKR,LSG,1,0.1,Rohit Sharma,Kartik Tyagi,1,1,0,1,0,0,caught,,
5,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,MI,1,15.6,Ishan Kishan,Anrich Nortje,1,0,0,0,0,0,,,
6,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,DC,2,16.4,Nitish Reddy,Mohsin Khan,0,0,0,0,0,0,,,
5,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,LSG,1,10.0,Tilak Varma,Varun Chakaravarthy,1,0,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",SRH,RR,1,5.2,Sarfaraz Khan,Marco Jansen,2,0,0,0,0,0,,,
3,"Apr 02, 2026",League stage,"Eden Gardens, Kolkata",KKR,LSG,2,14.0,Washington Sundar,Jaydev Unadkat,6,0,0,0,0,0,,,
6,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",LSG,SRH,1,9.8,Angkrish Raghuvanshi,Romario Shepherd,0,0,0,0,0,0,,,
3,"Mar 28, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",SRH,RR,1,3.1,Dhruv Jurel,Nandre Burger,0,0,0,0,0,0,,,
2,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",GT,MI,1,3.0,Jamie Overton,Shardul Thakur,1,0,0,0,0,0,,,
6,"Mar 28, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",GT,SRH,2,16.6,Kartik Tyagi,David Payne,0,0,0,0,0,0,,,
3,"Mar 28, 2026",League stage,"Eden Gardens, Kolkata",DC,LSG,1,15.1,Aiden Markram,Prasidh Krishna,0,1,0,0,0,0,caught,Salil Arora,
3,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,CSK,1,0.1,Yashasvi Jaiswal,Bhuvneshwar Kumar,1,0,0,0,0,0,,Rahul,
6,"Apr 02, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,MI,1,13.7,Aniket Verma,Ravindra Jadeja,0,0,0,0,0,0,caught,,
5,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,MI,2,5.5,Rohit Sharma,Eshan Malinga,0,0,1,0,0,0,,,
4,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",GT,RCB,2,0.1,Shahrukh Khan,Natarajan,2,0,0,0,0,0,,,
1,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",MI,SRH,2,11.8,Rohit Sharma,Vaibhav Arora,1,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,SRH,1,0.1,Xavier Bartlett,Eshan Malinga,6,0,0,0,0,0,,,Ravi Bishnoi
3,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,RCB,2,13.1,Cooper Connolly,Nitish Reddy,1,0,0,0,0,0,caught,,
2,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",CSK,RCB,2,10.7,Cameron Green,Blessing Muzarabani,2,0,0,0,0,0,,Cameron Green,
5,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",RR,RR,1,11.6,Rinku Singh,Romario Shepherd,1,0,0,0,0,0,,,
4,"Mar 28, 2026",League stage,"Wankhede Stadium, Mumbai",GT,DC,2,18.0,Heinrich Klaasen,Noor Ahmad,0,1,0,0,0,0,,,
5,"Apr 02, 2026",League stage,"Eden Gardens, Kolkata",RCB,SRH,1,12.9,Rahul Tewatia,Romario Shepherd,0,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RR,PBKS,1,17.1,Nitish Rana,Eshan Malinga,0,0,0,0,0,0,,Shreyas Iyer,
1,"Mar 29, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,RCB,1,6.3,Glenn Phillips,Nandre Burger,0,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",DC,KKR,2,10.2,Xavier Bartlett,Vijaykumar Vyshak,2,0,0,0,0,0,,,
2,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",PBKS,GT,1,9.8,Matthew Short,Ashok Sharma,0,0,0,0,0,0,,,
5,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,KKR,2,8.7,Rahul Tewatia,Nitish Reddy,3,1,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",LSG,RCB,2,0.1,Anshul Kamboj,Anukul Roy,1,0,0,0,0,0,bowled,,
1,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,LSG,2,9.3,Ryan Rickelton,Jaydev Unadkat,1,0,0,0,0,0,,,
6,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",MI,SRH,2,4.8,Heinrich Klaasen,Kuldeep Yadav,1,0,0,0,0,0,,,Marco Jansen
5,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,KKR,1,1.0,Jamie Overton,Shivang Kumar,4,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,MI,2,0.1,Nitish Rana,Kagiso Rabada,1,0,0,0,0,0,,,
6,"Apr 02, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",SRH,LSG,1,0.1,Harsh Dubey,Prasidh Krishna,0,0,0,0,0,0,bowled,Anrich Nortje,
4,"Apr 02, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",GT,LSG,2,7.4,Angkrish Raghuvanshi,Blessing Muzarabani,1,0,0,0,0,0,caught,,
1,"Mar 28, 2026",League stage,"Wankhede Stadium, Mumbai",PBKS,KKR,1,0.1,Mukul Choudhary,Varun Chakaravarthy,2,1,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MI,LSG,1,1.6,Aniket Verma,Mukesh Kumar,0,0,0,0,0,0,,,Sherfane Rutherford
3,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,KKR,1,10.3,Shreyas Iyer,Kuldeep Yadav,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,MI,2,14.4,Jamie Overton,Anukul Roy,1,0,0,0,0,0,lbw,,
1,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,RR,2,3.2,Aiden Markram,Blessing Muzarabani,0,0,0,0,0,0,caught,,
6,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",PBKS,KKR,1,13.0,Travis Head,Vijaykumar Vyshak,0,0,0,0,0,0,caught,,
3,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",PBKS,MI,1,0.7,Vaibhav Sooryavanshi,Eshan Malinga,4,0,1,0,0,0,,,
5,"Mar 28, 2026",League stage,"Eden Gardens, Kolkata",GT,CSK,1,6.7,Virat Kohli,Varun Chakaravarthy,6,0,0,0,0,0,,Kartik Tyagi,
3,"Apr 02, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,CSK,2,0.1,Washington Sundar,Blessing Muzarabani,6,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",SRH,DC,1,13.5,Hardik Pandya,Mohammed Shami,4,1,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,SRH,2,13.8,Ajinkya Rahane,Shivang Kumar,0,1,0,0,0,0,,,Marco Jansen
3,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RR,KKR,2,8.2,Nehal Wadhera,Anrich Nortje,0,0,1,0,0,0,,,
3,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",KKR,SRH,1,11.0,Tilak Varma,Mohammed Shami,1,0,0,0,0,0,,,
5,"Apr 02, 2026",League stage,"Eden Gardens, Kolkata",RR,RCB,2,14.4,Ryan Rickelton,Natarajan,1,1,0,0,0,0,,,Cameron Green
3,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,LSG,2,0.1,Suryakumar Yadav,Jasprit Bumrah,6,0,0,0,0,0,,,
2,"Apr 02, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,KKR,2,0.7,Rinku Singh,Jasprit Bumrah,1,0,0,0,0,0,,,
3,"Apr 02, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",KKR,SRH,2,7.2,Heinrich Klaasen,Matt Henry,2,1,0,0,0,0,,,
5,"Apr 02, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,DC,1,0.1,Rohit Sharma,Anrich Nortje,0,0,0,0,0,0,,,
4,"Mar 28, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,MI,1,1.2,Heinrich Klaasen,Shivang Kumar,4,4,0,0,0,0,runout,,
3,"Mar 29, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",MI,PBKS,2,11.8,Vaibhav Arora,Jamie Overton,2,0,0,0,0,0,,,
2,"Mar 28, 2026",League stage,"Eden Gardens, Kolkata",LSG,MI,2,0.1,Virat Kohli,Shardul Thakur,1,0,0,0,0,0,,,
2,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,LSG,1,0.1,Jamie Overton,Bhuvneshwar Kumar,1,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",MI,SRH,2,9.7,Sai Sudharsan,Jaydev Unadkat,1,1,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RR,RR,2,0.1,Noor Ahmad,Brijesh Sharma,0,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MI,SRH,2,0.8,Kartik Tyagi,Jasprit Bumrah,0,0,0,0,0,0,bowled,,
5,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,RCB,1,3.7,Priyansh Arya,Vipraj Nigam,0,0,0,0,0,1,,,
3,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RR,RR,1,0.1,Rinku Singh,Suyash Sharma,1,0,0,0,0,0,,,
3,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",GT,DC,2,0.1,Ryan Rickelton,Jofra Archer,0,0,0,0,0,0,bowled,,
4,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,KKR,1,4.4,Marco Jansen,Kuldeep Yadav,1,0,0,0,0,0,,,
5,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",DC,SRH,2,14.2,Tristan Stubbs,Kartik Tyagi,1,0,0,0,0,0,caught,,
6,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",PBKS,RCB,2,10.9,Riyan Parag,Jaydev Unadkat,1,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,GT,2,15.4,Heinrich Klaasen,Jacob Duffy,6,1,0,0,0,0,caught,,
6,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",MI,KKR,2,0.2,Aniket Verma,Vaibhav Arora,1,0,0,0,0,0,,,
2,"Mar 31, 2026",League stage,"Eden Gardens, Kolkata",GT,RR,1,0.2,Mitchell Marsh,Harshal Patel,4,1,1,0,0,0,,,
2,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",LSG,SRH,1,16.4,Yashasvi Jaiswal,Xavier Bartlett,1,0,1,0,0,0,,,
5,"Apr 02, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",SRH,SRH,1,1.4,Shreyas Iyer,Mohsin Khan,0,0,0,0,0,0,,,
2,"Apr 02, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,2,0.1,Matthew Short,Kartik Tyagi,0,0,0,0,0,0,caught,,
6,"Apr 02, 2026",League stage,"Eden Gardens, Kolkata",RR,MI,2,9.6,Salil Arora,Rashid Khan,0,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RR,SRH,2,0.1,Tristan Stubbs,Ravi Bishnoi,0,0,0,0,0,0,,Phil Salt,
5,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",GT,DC,2,9.6,Glenn Phillips,Lungi Ngidi,0,0,0,0,0,0,,,
4,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,KKR,2,3.6,Harsh Dubey,Jamie Overton,0,0,0,0,0,0,caught,,Shimron Hetmyer/Dhruv Jurel
5,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,DC,1,15.0,Angkrish Raghuvanshi,Rashid Khan,1,0,1,0,0,0,,,Arshdeep Singh
6,"Mar 31, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,DC,2,9.1,Ajinkya Rahane,Prince Yadav,1,0,0,0,0,0,caught,Ryan Rickelton,
4,"Mar 31, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,SRH,1,3.3,Ruturaj Gaikwad,Harshal Patel,4,0,0,1,0,0,,,
1,"Mar 29, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",MI,MI,1,0.1,Rajat Patidar,Jaydev Unadkat,1,0,0,0,0,0,caught,,
4,"Mar 31, 2026",League stage,"Eden Gardens, Kolkata",GT,MI,1,10.0,Prabhsimran Singh,Vaibhav Arora,4,0,0,0,0,0,,,
3,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MI,RCB,2,10.5,Ishan Kishan,Mohsin Khan,4,0,0,0,0,0,,,
1,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",RCB,DC,2,0.1,Sameer Rizvi,Eshan Malinga,0,0,0,0,0,0,,,
2,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",GT,RCB,2,14.8,Jos Buttler,Mohammed Shami,0,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,MI,2,12.7,Prabhsimran Singh,Eshan Malinga,0,1,0,0,0,0,,,
6,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,KKR,2,10.1,Shahbaz Ahmed,Prince Yadav,0,0,0,0,0,0,,,
