HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Base_Stats,normal_weakness,fire_weakness,water_weakness,electric_weakness,grass_weakness,ice_weakness,fighting_weakness,poison_weakness,ground_weakness,flying_weakness,psychic_weakness,bug_weakness,rock_weakness,ghost_weakness,dragon_weakness,dark_weakness,steel_weakness,fairy_weakness,height_inches,height_meters,weight_pounds,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities,Type 1,Type 2,Classification_info,Forms,gen,Is_Legendary,Is_Mythical,Is_Ultra_Beast,number_immune,number_not_effective,number_normal,number_super_effective
72,62,88,80,140,45,541,0.58,4.0,0.56,0.97,0.27,4.0,0.43,0.26,0.0,3.6,1.89,4.0,1.0,1.0,1.8,0.99,0.55,3.64,897,2.9,872.5,139.6,34,78.52,26795,113,Flash Fire; Heatproof; Steam Engine,Grass,Steel,Cotton Candy,Hoopa Confined; Hoopa Unbound,5,1,0,0,1,6,8,3
70,118,118,85,72,41,508,1.0,0.74,0.47,0.0,0.41,0.48,3.86,2.72,1.05,0.44,0.99,0.55,1.98,1.9,1.0,1.84,1.0,1.94,3875,1.4,123.1,315.2,255,1.07,30720,623,Harvest; Seed Sower,Water,Dark,Penguin,Alolan Meowth; Galarian Meowth,6,0,1,1,2,2,5,7
62,96,93,85,79,90,552,1.0,1.96,0.57,0.62,0.38,0.32,4.0,0.5,0.53,0.95,0.0,3.75,3.55,1.0,2.0,0.25,1.92,0.47,175,23.2,2073.9,165.1,252,56.65,8318,39,Compound Eyes; Shield Dust,Ice,Ice,Boss,Galarian Ponyta,7,0,1,0,0,2,12,3
43,115,94,88,75,70,317,1.0,0.99,0.54,1.9,1.0,0.46,1.96,0.17,3.7,1.88,0.29,0.48,2.0,2.0,0.0,0.34,1.01,0.5,6040,2.5,80.0,144.8,195,7.35,12820,83,Anticipation; Dry Skin; Poison Touch,Poison,Steel,Shadow,Sunny Form; Rainy Form; Snowy Form,3,1,1,0,1,5,12,3
56,57,130,119,89,52,577,1.0,0.99,0.65,0.2,0.51,3.3,3.18,0.51,0.97,3.58,1.96,0.59,4.0,2.0,2.0,0.5,1.01,0.25,222,0.3,84.6,6.7,39,88.14,10375,111,Beads of Ruin,Rock,Fire,Life,Baile Style; Pom-Pom Style; Pa'u Style; Sensu Style,5,0,1,1,0,4,7,3
68,69,78,61,92,57,542,1.0,2.05,0.48,0.01,4.0,1.01,1.96,0.45,1.96,0.95,0.0,4.0,0.99,1.0,2.0,0.54,0.58,0.99,546,1.8,475.7,90.4,242,73.46,4789,81,Chlorophyll; Early Bird; Pickpocket,Bug,Ice,Hermit Crab,Normal Form; Terastal Form; Stellar Form,1,0,1,0,2,4,16,6
83,91,46,49,33,41,322,0.48,4.0,1.92,0.48,3.44,3.41,0.24,1.0,3.86,0.55,0.01,4.0,1.01,1.0,0.5,0.38,0.25,1.95,406,0.4,1522.0,85.5,71,,5437,200,Gluttony; Pickup; Quick Feet,Grass,Grass,Dancer,Galarian Weezing,8,0,1,1,1,4,9,7
49,73,84,68,58,92,316,0.12,0.49,0.46,1.94,0.48,0.48,4.0,0.49,4.0,1.0,0.42,0.62,0.42,1.9,1.0,1.0,0.5,0.56,594,2.0,62.2,661.4,240,78.47,30720,64,Dark Aura,Flying,Poison,Mount,Galarian Rapidash,6,0,0,1,0,3,16,4
129,25,39,49,56,62,307,0.49,4.0,4.0,2.04,2.05,0.56,2.0,0.98,4.0,0.4,0.0,1.0,1.02,2.0,1.0,1.0,1.0,0.98,1103,0.2,672.9,121.8,242,,4040,63,Truant,Bug,Steel,Bugle Beak,Hisuian Voltorb,8,1,0,0,0,4,11,1
73,73,79,98,61,86,377,1.0,1.96,2.12,0.98,0.46,1.89,1.01,0.53,2.04,0.99,0.49,0.53,3.91,1.0,2.0,0.99,0.48,0.45,928,2.1,1640.3,9.0,100,88.14,5177,136,Battery,Bug,Fighting,Barnacle,Hisuian Zoroark,3,0,0,1,0,0,12,6
65,121,127,46,126,48,530,0.53,3.85,1.0,0.99,0.46,1.95,1.96,0.44,2.0,2.02,0.45,1.01,0.59,0.6,1.0,0.43,0.5,0.96,1851,1.0,26.9,12.9,223,88.14,30615,117,Available; Cursed Body; Snow Cloak,Grass,Flying,Painter,Mega Latias,3,0,1,0,2,9,16,5
50,76,178,50,100,28,307,0.13,1.98,4.0,0.58,0.54,0.99,3.26,0.52,1.98,1.02,0.0,0.25,3.48,1.9,2.0,1.98,1.94,0.98,291,1.2,184.0,42.5,129,,30720,64,Rivalry; Swarm,Fairy,Rock,Lissome,50% Forme; 10% Forme; Complete Forme,2,0,1,0,3,4,6,4
60,83,51,95,41,71,496,0.53,0.25,1.01,2.01,4.0,0.47,2.06,0.42,0.0,0.96,1.88,0.25,1.95,0.6,1.0,1.86,1.01,0.51,397,2.7,2204.4,23.9,243,23.57,30720,208,Ice Body; Slush Rush; Water Absorb,Psychic,Rock,Formation,Galarian Darumaka,9,0,0,0,2,6,7,7
28,123,91,137,101,93,604,1.0,2.0,4.0,0.49,2.03,2.09,3.59,0.99,3.95,0.97,1.02,0.52,2.84,1.0,0.5,1.87,1.98,3.85,371,0.3,182.6,801.0,178,20.39,5349,84,Bad Dreams,Bug,Psychic,Live Coal,Galarian Slowking,3,0,1,0,2,4,11,5
75,80,86,90,141,77,457,1.0,3.85,0.97,0.0,0.57,0.47,0.43,0.56,0.99,2.86,0.99,1.02,0.97,1.0,1.0,0.98,1.01,0.43,361,0.1,26.6,7.8,32,49.18,5398,218,Teravolt,Flying,Fairy,Catty,Red-Striped Form; Blue-Striped Form; White-Striped Form,5,1,0,0,0,2,9,7
65,90,63,94,49,34,631,0.06,2.04,0.53,0.13,1.0,0.97,1.95,1.04,0.52,0.96,0.0,0.44,0.38,0.6,0.5,0.4,0.48,0.25,147,3.8,2196.6,294.0,55,50.5,2386,46,Analytic; Available; Magnet Pull; Sturdy,Water,Ice,Fire Mouse,Mega Aerodactyl,6,0,1,0,3,5,13,3
86,102,71,47,96,67,401,1.0,4.0,2.0,0.15,0.53,1.99,0.97,0.56,3.84,0.45,1.0,0.54,1.01,1.0,0.5,0.47,0.25,3.38,521,9.9,160.1,26.9,3,20.53,3886,171,Available; Dusk Form; Dusk Form Abilities; Hidden; Keen Eye; Midnight Form Abilities; No Guard; Sand Rush; Steadfast; Tough Claws; Vital Spirit,Normal,Fighting,Poodle,Galarian Moltres,5,1,0,0,3,6,11,7
120,97,76,40,115,50,301,0.52,3.54,0.45,1.9,0.95,0.44,0.27,2.01,4.0,3.76,0.22,0.31,0.41,0.1,2.0,0.48,2.02,3.6,450,0.1,505.9,31.1,37,47.0,17455,35,Aroma Veil; Healer,Bug,Flying,Turtle,Mega Altaria,5,0,1,0,3,5,16,2
39,87,98,55,67,35,471,1.0,0.25,3.12,0.53,3.88,3.47,1.97,0.42,3.78,3.47,1.01,1.02,1.91,0.1,0.0,0.34,0.25,1.97,439,18.4,1459.0,74.9,4,55.24,3092,297,Overcoat; Sturdy,Electric,Fighting,Imitation,Mega Diancie,5,0,0,0,1,1,16,5
89,74,80,94,75,20,264,0.12,0.58,1.01,0.46,0.97,0.49,0.51,1.0,0.72,1.0,1.97,0.51,0.57,0.5,0.0,0.29,0.48,0.53,385,0.2,33.1,161.9,69,20.78,5416,74,Dancer,Ice,Steel,Tiny Leaf,Hisuian Goodra,6,1,1,1,1,4,13,4
106,96,102,92,73,122,267,0.02,0.97,4.0,0.45,3.44,0.25,4.0,0.14,2.03,1.0,1.99,2.11,0.99,1.0,0.5,0.33,0.5,2.07,939,5.5,33.3,11.6,253,16.62,3483,252,Damp; Unaware; Water Absorb,Fighting,Ice,Deep Sea,50% Forme; 10% Forme; Complete Forme,3,1,0,1,1,4,11,6
73,83,63,58,67,72,536,0.0,1.01,4.0,0.0,2.08,0.25,0.98,3.94,0.56,2.09,2.0,0.56,0.5,1.0,1.0,0.48,0.44,0.25,323,0.9,477.2,94.4,127,5.99,5418,256,Guts; Intimidate; Rivalry,Water,Dark,Gloomdweller,Hisuian Lilligant,3,1,0,1,1,4,9,3
60,66,58,48,112,118,534,0.03,1.01,2.99,0.18,0.3,1.01,0.56,0.32,1.0,0.96,0.0,2.01,1.06,1.0,1.9,0.98,0.52,4.0,700,0.6,442.4,114.8,38,,10043,3,Pickpocket; Prankster; Unburden,Ice,Ground,Lunar,Hisuian Zorua,6,1,0,0,1,2,6,1
51,71,64,103,27,152,576,0.54,1.03,0.72,0.45,0.25,3.79,1.03,2.16,3.72,2.01,0.98,3.81,3.9,2.0,0.5,0.25,0.34,1.02,536,1.3,104.9,516.5,110,20.38,5257,263,Available; Damp; Drizzle; Water Absorb,Flying,Dragon,Pig,Partner Pikachu,2,1,0,1,3,0,9,3
95,83,58,97,57,23,349,0.04,1.04,1.0,0.0,3.65,2.04,1.97,2.94,0.62,1.9,0.99,0.47,1.92,1.0,1.9,1.01,1.97,1.92,256,1.0,505.2,76.6,21,84.47,11910,32,Chlorophyll,Dragon,Bug,Hard Shell,Mega Heracross,4,1,0,1,0,4,16,3
66,64,141,46,126,20,608,0.55,0.96,0.54,0.97,0.25,4.0,4.0,4.0,0.08,1.02,0.0,0.45,1.03,1.0,0.4,0.51,2.02,0.33,432,0.3,321.2,24.7,3,,4618,421,Compound Eyes; Swarm; Unnerve,Ground,Rock,Tiny Racoon,Heat Rotom; Wash Rotom; Frost Rotom; Fan Rotom; Mow Rotom,6,1,0,1,3,6,10,6
102,66,49,73,114,117,588,0.52,2.08,2.08,1.97,1.88,1.95,2.05,2.13,1.01,3.61,0.5,0.54,0.55,0.0,2.0,0.97,0.98,2.81,942,1.6,51.2,327.2,189,2.23,30720,107,Available; Static; Vital Spirit,Bug,,Willpower,Mega Sceptile,9,1,0,1,1,3,12,3
57,114,98,103,60,80,519,1.0,1.0,4.0,0.51,0.97,3.87,0.51,1.01,0.18,2.07,0.41,0.53,3.45,2.1,1.0,0.97,0.99,4.0,2868,5.4,86.2,212.4,218,4.07,26563,207,Moody; Simple; Unaware,Dragon,Ice,Rock Skin,Galarian Weezing,9,0,0,0,1,2,12,2
78,148,73,73,135,83,517,0.57,0.53,0.53,3.81,2.08,1.07,1.93,2.01,1.86,3.24,0.0,4.0,1.87,0.6,1.8,0.25,0.52,0.44,333,3.9,326.8,84.6,220,20.22,4670,87,Available; Chlorophyll; Harvest,Ground,,Barnacle,Galarian Darumaka,4,0,0,1,1,9,10,1
49,116,138,69,155,100,558,1.0,0.46,1.94,0.97,1.02,1.98,0.99,0.31,2.04,0.96,1.92,0.53,1.95,0.6,0.0,0.99,2.02,0.5,2319,3.5,28.1,42.8,45,3.34,30178,56,Compound Eyes; Shield Dust,Flying,Steel,Humanshape,Galarian Farfetch'd,1,1,0,0,2,3,4,1
77,98,81,95,61,73,450,1.0,0.25,0.53,0.0,2.81,2.01,0.63,3.69,3.95,1.99,1.93,1.03,0.97,0.4,0.5,2.0,2.09,0.31,1300,5.1,52.0,14.2,186,3.79,6287,86,Guts; Quick Feet; Unnerve,Fighting,Bug,Skewer,Alolan Sandshrew,9,0,0,0,3,1,6,4
60,101,99,47,74,37,348,0.0,2.14,1.02,0.03,0.46,1.01,3.48,0.19,0.73,0.59,1.01,0.57,0.97,1.0,1.0,0.48,1.02,3.68,1544,1.5,1954.3,9.5,3,,9514,186,Blaze; Flash Fire,Ice,Flying,Hands-On,Mega Heracross,3,1,0,0,2,6,9,3
98,58,91,54,75,32,620,0.52,0.43,1.91,0.44,0.44,3.59,0.55,1.92,2.09,0.4,1.0,1.01,4.0,1.0,1.0,0.32,0.45,3.16,3537,0.2,65.0,18.0,80,,30388,21,Protosynthesis,Fire,Psychic,Pig,Alolan Meowth; Galarian Meowth,9,0,1,1,3,5,8,6
38,61,101,52,48,79,611,0.44,1.99,4.0,2.91,0.3,3.33,3.61,0.19,2.07,4.0,1.02,1.02,1.92,0.0,1.9,1.0,1.99,1.94,3628,0.9,179.7,31.3,5,46.52,3191,433,Iron Fist; Klutz; No Guard,Dark,Ground,Raven,Paldean Wooper,3,1,1,0,1,4,13,5
71,65,160,128,79,98,358,1.0,0.45,0.51,2.0,1.03,0.4,1.02,1.0,1.04,1.02,0.99,0.38,4.0,1.0,1.0,0.25,0.25,2.01,393,4.9,24.1,45.1,34,,4096,140,Poison Puppeteer,Ghost,Fairy,Plump Mouse,Mega Salamence,1,0,0,0,0,6,8,5
41,115,71,73,51,67,569,0.52,2.14,4.0,4.0,1.04,0.57,0.52,4.0,1.0,0.51,0.0,0.52,1.98,1.0,0.5,0.39,2.06,0.42,608,0.5,543.8,216.0,143,83.56,4170,381,Chlorophyll; Harvest; Solar Power,Water,Ghost,Moth,Mega Latias,4,0,0,1,2,2,12,2
102,55,50,84,158,42,526,0.11,4.0,0.5,0.0,3.25,1.96,1.97,2.04,1.03,0.98,0.98,0.34,0.95,0.0,1.0,0.47,0.52,1.94,543,1.7,453.8,782.7,12,45.56,4378,75,Available; Innards Out; Unaware,Dragon,Psychic,Woolly Crab,Ash-Greninja,3,0,0,0,1,4,12,6
82,116,139,52,125,68,395,1.0,1.0,0.51,1.01,4.0,0.25,1.06,4.0,0.56,1.98,1.0,0.54,0.47,0.1,0.4,0.98,1.0,0.46,1842,23.7,313.8,58.9,79,48.27,30720,195,Aroma Veil; Gluttony; Thick Fat,Poison,Dragon,Lazy,Mega Metagross,4,1,0,1,2,4,12,2
28,41,66,114,104,65,359,0.08,0.56,0.69,0.1,0.45,0.42,0.99,1.01,1.0,0.44,0.16,0.98,0.52,2.0,0.1,0.99,0.25,1.9,131,28.0,75.7,51.2,231,3.11,8601,46,Available; Gluttony; Pickup; Thick Fat,Fairy,Psychic,Swollen,Mega Aerodactyl,8,1,0,0,1,9,12,4
40,111,68,62,103,68,518,0.99,4.0,1.02,1.0,0.99,3.93,2.93,2.12,1.0,2.05,1.03,4.0,0.25,1.0,1.0,0.47,0.25,0.47,648,3.2,33.4,777.8,255,,5247,17,Intimidate; Reckless,Dark,Rock,Face,Alolan Diglett,9,0,0,0,0,6,8,1
46,90,96,88,78,116,326,0.0,0.98,0.25,2.0,0.48,0.55,0.0,0.57,0.51,1.04,0.99,1.0,0.98,0.1,0.6,2.07,2.03,0.26,131,2.0,76.7,39.1,3,16.77,15759,710,Available; Illuminate; Volt Absorb; Water Absorb,Normal,Dragon,Ice Chunk,Alolan Rattata,4,0,0,0,3,3,10,2
56,85,99,59,95,79,402,1.0,1.0,0.61,0.0,0.46,0.35,2.04,0.55,0.1,3.12,0.45,0.55,3.31,0.1,1.0,0.57,1.97,0.45,381,2.1,598.6,31.9,17,4.9,2711,94,Available; Frisk; Harvest; Natural Cure,Dragon,Dragon,Shell Out,Primal Kyogre,6,1,1,0,2,4,12,5
31,105,53,113,101,67,585,0.0,4.0,2.03,0.55,0.49,0.25,3.43,0.98,0.66,0.48,0.09,0.53,4.0,0.5,2.0,0.51,0.96,0.7,2315,1.4,1413.2,692.9,53,50.3,17800,197,Available; Ice Body; Inner Focus; Moody,Psychic,Flying,Nurturing,Heat Rotom; Wash Rotom; Frost Rotom; Fan Rotom; Mow Rotom,1,0,0,1,1,4,14,2
60,95,68,150,85,79,368,1.0,1.0,2.09,0.47,0.51,1.0,0.09,0.57,3.84,0.97,0.45,0.4,0.5,0.1,1.0,2.11,0.97,0.45,72,0.9,94.7,126.4,49,3.89,3093,190,Huge Power; Sap Sipper; Thick Fat,Grass,Flying,Virtual,Primal Groudon,5,1,1,1,1,5,11,4
71,123,98,143,59,76,497,0.49,0.51,0.5,3.6,0.31,2.05,2.11,4.0,1.02,0.38,0.53,1.03,2.09,0.1,2.0,1.02,1.96,0.52,226,2.4,165.1,177.7,3,43.88,11491,254,Blaze; Unaware,Fairy,Normal,Bulk Up,Hisuian Qwilfish,5,0,1,1,1,4,7,3
36,67,58,118,57,60,552,0.49,1.02,1.03,0.99,1.03,3.21,2.04,0.22,0.98,1.94,0.0,0.25,0.44,0.6,0.0,0.47,0.47,0.5,489,1.6,192.8,287.9,54,,5614,272,Stellar Form; Stellar Form Ability; Tera Shell; Tera Shift; Teraform Zero; Terastal Form Ability,Dragon,Bug,Ostrich,Galarian Weezing,1,0,0,1,2,1,8,6
58,80,84,100,102,62,499,0.51,1.04,0.99,2.87,2.05,1.01,3.19,0.5,0.99,1.98,2.07,0.54,1.0,0.4,0.4,0.98,0.46,0.98,640,0.2,206.9,0.1,15,45.06,2580,299,Flame Body; Swarm,Water,,Meteor,Mega Glalie,5,1,1,0,1,2,13,2
97,24,77,65,106,55,497,0.53,0.25,1.96,0.44,0.41,1.88,0.47,0.28,1.9,2.52,1.02,0.25,0.94,2.1,0.4,2.03,0.57,3.57,2295,3.9,344.5,145.6,240,6.2,4803,197,Big Pecks; Keen Eye; Tangled Feet,Psychic,Grass,Garden Eel,Primal Groudon,1,0,1,0,0,3,9,3
64,68,88,55,123,73,497,1.0,0.47,0.25,3.46,2.03,2.05,1.03,0.55,0.99,0.5,1.0,0.38,1.01,0.4,1.0,1.0,0.52,4.0,249,1.4,201.8,100.6,14,3.03,24628,217,Mold Breaker; Sharpness,Steel,Electric,Spiral,Galarian Linoone,5,1,1,0,3,9,9,2
77,121,78,101,72,68,340,0.99,1.05,3.93,0.17,0.96,0.28,0.0,1.0,0.58,0.99,0.0,0.58,3.44,1.0,2.0,0.28,0.47,1.0,509,6.4,146.3,309.5,242,20.04,2981,200,Pressure; Static,Normal,Poison,Apple Nectar,Hisuian Braviary,1,0,0,1,0,3,14,1
58,118,126,44,134,78,324,0.12,0.54,0.54,1.4,0.33,0.33,0.02,4.0,2.15,1.01,0.01,3.97,1.04,2.0,0.0,0.55,0.51,0.25,1286,1.6,18.7,38.7,128,4.42,5362,41,Hydration; Sticky Hold; Unburden,Normal,Poison,Beaver,Mega Gengar,3,1,0,0,3,9,5,3
39,107,59,50,72,86,289,0.56,1.02,2.13,0.5,0.99,0.5,2.02,1.87,1.08,0.98,0.0,1.0,1.94,1.0,0.0,1.0,0.97,3.19,1249,0.1,39.7,176.7,43,20.36,5819,8,Clear Body; Light Metal,Ghost,Ground,Wild Bull,Midday Form; Midnight Form; Dusk Form,6,1,1,0,1,2,11,6
103,142,91,92,195,87,456,1.0,4.0,2.05,0.0,0.48,0.41,0.06,1.9,2.15,0.49,1.0,0.98,1.03,2.1,0.0,1.01,0.49,1.03,180,0.4,45.1,113.3,198,85.68,27088,254,Cute Charm; Normalize; Wonder Skin,Ghost,Ground,Pond Skater,Mega Beedrill,1,0,0,1,2,4,9,5
91,109,104,49,60,90,513,0.18,0.52,4.0,3.24,0.53,0.39,2.15,0.48,0.5,1.01,0.45,1.02,0.51,2.0,0.5,2.03,1.01,1.01,582,16.0,570.0,81.5,227,48.53,5306,20,Activates; Misty Surge; Misty Terrain; Not Available; Telepathy,Dark,Bug,Triple Bird,Mega Heracross,1,0,1,1,1,4,14,5
88,118,101,145,44,88,561,0.5,0.43,0.48,0.05,0.95,1.9,0.04,1.01,0.6,0.48,0.45,1.02,1.01,0.6,1.0,1.01,0.25,0.39,447,0.6,130.3,25.2,75,18.36,9353,126,Bulletproof; Guts; Unnerve,Grass,,Music Note,Mega Lucario,6,1,1,1,1,6,16,6
46,121,63,146,57,118,291,0.08,0.96,3.81,0.57,2.14,3.7,2.14,1.94,1.06,1.94,0.0,0.45,2.07,2.1,0.2,0.43,1.99,0.63,519,0.3,1048.7,0.1,119,53.66,4896,204,Cursed Body,Bug,Ice,Meringue,Mega Lucario,2,1,1,0,1,0,13,5
52,76,56,49,48,62,480,0.46,0.5,0.25,1.9,0.97,0.56,0.17,0.5,2.09,4.0,2.13,2.15,0.98,2.1,0.1,1.0,0.68,0.55,2843,3.9,51.7,259.9,222,19.18,4887,55,Technician; Toxic Chain,Flying,Rock,Mach,Mega Lucario,1,0,0,0,0,2,13,4
50,118,99,84,103,95,606,1.0,1.02,0.51,1.01,0.97,2.07,1.02,0.15,1.99,0.47,0.49,0.47,0.5,0.6,1.0,0.46,1.01,2.04,2193,1.5,0.2,0.1,178,20.03,18445,56,Sheer Force; Zen Mode,Water,Ground,Predator,Mega Latios,7,1,0,0,0,8,12,2
63,94,183,149,50,99,478,0.53,0.97,2.08,0.57,0.51,2.05,4.0,2.01,4.0,1.04,1.0,0.53,0.46,1.0,0.0,1.0,0.98,0.98,157,0.1,53.7,19.5,64,4.41,3464,132,Gulp Missile,Dragon,Dark,Despot,Teal Mask; Wellspring Mask; Hearthflame Mask; Cornerstone Mask,8,0,0,0,3,2,8,4
80,65,51,68,109,113,427,1.0,1.93,3.61,2.03,0.25,1.97,2.01,0.21,1.92,1.01,0.09,2.06,0.98,0.0,0.0,1.96,0.98,1.97,1386,0.9,184.0,267.3,97,47.92,18519,234,Available; Damp; Swift Swim; Water Absorb,Grass,Fighting,Trap,Paldean Wooper,6,0,0,1,2,5,16,5
80,77,83,40,122,148,489,0.51,0.52,0.48,0.18,0.5,1.9,1.98,1.05,0.0,1.98,0.09,2.11,0.59,0.5,0.4,1.0,0.99,1.01,316,1.0,170.1,97.9,178,4.66,7447,3,Early Bird; Magic Bounce; Synchronize,Fire,Water,Tundra,Galarian Slowpoke,9,0,0,0,2,3,14,3
79,77,46,95,44,45,415,0.99,0.47,0.25,1.0,0.51,3.77,0.49,0.43,4.0,1.94,1.01,0.29,3.97,2.1,2.0,0.5,1.96,1.96,599,2.4,1142.4,739.5,233,2.47,17966,139,Infiltrator; Speed Boost,Fire,Steel,Blossom,Mega Banette,6,1,0,0,3,4,14,5
81,78,70,43,65,73,445,1.0,1.03,0.33,0.45,1.01,1.02,4.0,4.0,0.03,1.92,1.0,4.0,0.98,0.5,0.0,1.01,1.0,0.4,1656,0.5,56.3,26.4,63,5.72,5186,229,Magician,Poison,Dragon,Frill,Mega Sceptile,1,1,1,0,1,2,15,1
53,84,121,91,60,65,293,0.04,0.56,2.04,0.03,2.02,0.47,2.0,0.52,0.06,2.0,2.07,2.05,0.97,2.1,0.4,0.47,0.99,0.53,389,1.2,18.8,142.1,38,5.49,7270,259,Available; Cute Charm; Friend Guard; Magic Guard,Fairy,Dark,Thorn Monkey,Alolan Muk,6,0,0,0,1,3,9,6
94,66,66,85,173,78,630,0.52,0.64,2.0,2.01,2.17,0.48,0.94,0.14,1.94,3.28,0.47,0.54,0.99,0.5,0.0,0.31,1.88,0.25,1174,1.1,0.2,81.8,229,3.28,8739,359,Contrary; Infiltrator; Suction Cups,Electric,,Lava,Mega Aggron,9,0,0,1,0,6,16,3
43,32,62,76,47,76,329,0.0,0.47,0.99,3.77,0.96,0.25,3.76,2.12,0.56,0.58,0.62,0.52,1.94,1.0,2.0,1.97,1.02,1.02,583,1.5,1615.0,67.4,7,51.75,3889,603,Available; Storm Drain; Swift Swim; Water Veil,Ground,Fire,Vine,Full Belly Mode; Hangry Mode,5,0,1,0,3,6,12,5
55,81,55,48,114,133,580,0.0,1.97,4.0,2.84,4.0,0.55,0.5,2.18,0.0,3.72,0.53,1.96,0.53,2.0,1.9,0.28,0.62,4.0,440,6.6,153.0,83.7,116,,8851,40,Available; Inner Focus; Pressure,Flying,Poison,Raven,Normal Form; Terastal Form; Stellar Form,7,0,0,1,3,6,7,1
75,47,41,53,104,77,543,1.0,2.05,0.54,2.47,0.28,1.97,1.02,2.79,0.99,1.04,2.02,0.51,4.0,1.0,0.0,0.52,0.33,0.99,533,0.2,680.1,122.4,31,22.26,6775,14,Blaze; Speed Boost,Poison,Psychic,Stagbeetle,Mega Glalie,3,0,1,1,3,4,6,2
27,127,148,55,76,25,458,0.53,0.52,0.46,0.0,0.53,2.01,2.86,0.59,1.93,4.0,0.0,0.45,1.02,0.1,0.6,0.45,1.98,0.98,3340,6.6,642.0,61.1,65,47.25,4940,62,Cheek Pouch; Huge Power; Pickup,Fairy,Dark,Victory,Mega Garchomp,8,0,1,0,3,2,10,1
121,73,44,73,49,102,490,0.47,1.98,2.07,0.0,0.94,0.98,1.01,4.0,0.08,1.94,0.17,2.09,0.48,0.6,0.0,0.4,1.9,0.42,3165,0.7,24.5,33.3,111,18.49,2594,50,Available; Moxie; Rivalry; Unnerve,Bug,Water,Tiny Racoon,Mega Charizard X; Mega Charizard Y,1,0,0,1,3,4,5,6
211,126,69,112,83,112,307,0.08,0.98,1.01,2.02,1.01,0.55,1.05,0.08,0.48,0.48,0.03,4.0,0.95,0.0,2.0,0.63,2.06,0.98,135,3.9,430.5,546.7,69,21.07,3715,3,Adaptability; Poison Point; Poison Touch,Dark,Electric,Hard Shell,Mega Lucario,1,1,1,0,2,3,10,6
128,106,113,74,54,31,408,0.54,1.02,0.49,1.0,1.05,3.5,0.52,4.0,1.04,1.01,1.0,1.95,2.05,0.1,2.0,0.48,0.98,1.88,200,0.3,314.0,314.4,181,21.33,3587,109,Available; Sand Force; Sticky Hold; Storm Drain,Ghost,Poison,Bud,Mega Camerupt,5,0,0,1,2,4,8,1
244,87,161,106,66,64,353,0.16,0.52,4.0,0.99,0.27,1.96,2.04,1.03,2.04,0.97,0.47,4.0,3.53,0.6,0.0,2.04,0.46,2.07,455,2.3,42.4,76.5,137,,6729,3,Available; Big Pecks; Gale Wings,Steel,Dragon,Duck,Partner Pikachu,2,1,1,0,1,2,8,6
163,104,75,64,126,57,326,0.52,0.49,1.96,1.01,1.03,0.51,0.94,0.55,0.0,0.98,0.59,2.03,3.54,0.0,2.0,1.94,2.12,0.42,3362,1.8,529.2,508.9,71,4.66,17426,59,Bulletproof; Fluffy; Steadfast,Flying,Steel,Hermit Crab,Aria Forme; Pirouette Forme,1,1,0,0,2,5,12,1
81,78,71,131,39,62,591,0.05,2.05,2.15,0.46,0.48,2.02,3.67,0.1,1.01,1.93,1.96,0.48,0.98,0.5,1.0,2.02,1.02,1.03,381,1.8,436.0,36.2,39,5.23,4087,103,Available; Big Pecks; Overcoat; Weak Armor,Fighting,Flying,Serene,Alolan Graveler,3,0,1,1,3,1,14,7
206,98,106,58,59,37,419,0.5,0.97,4.0,0.1,1.03,1.9,1.01,3.3,4.0,0.97,2.03,1.01,0.98,1.0,1.0,0.99,0.98,4.0,180,1.2,183.3,36.2,221,45.05,15535,109,Beast Boost,Rock,Fairy,Whisper,Hisuian Arcanine,4,0,0,0,1,2,5,5
105,100,45,125,94,95,482,0.49,3.31,0.53,0.98,0.99,3.81,0.22,1.92,1.02,0.97,0.98,0.27,0.98,2.1,1.0,0.44,1.02,0.56,164,3.4,68.0,75.6,50,19.15,10698,345,Infiltrator; Pressure,Ghost,Ice,Water Lizard,Mega Swampert,2,0,1,0,1,5,8,7
84,65,60,60,123,101,532,0.0,4.0,0.25,2.04,0.52,2.01,0.11,0.53,0.45,0.42,0.98,0.25,2.02,0.5,0.4,1.0,0.58,0.49,882,1.8,190.1,104.3,19,84.91,2631,9,Frisk; Keen Eye; Run Away,Electric,Dragon,Neon,Mega Aerodactyl,9,0,1,0,1,1,14,1
36,90,123,104,43,50,502,1.0,2.02,0.96,2.01,1.05,0.48,0.98,0.98,3.81,0.53,0.98,1.97,0.49,1.0,0.5,1.02,2.05,1.0,4584,1.2,1573.5,44.7,168,4.47,4647,81,Hunger Switch,Ice,Ground,Loud Noise,Standard Mode; Zen Mode; Galarian Standard Mode; Galarian Zen Mode,6,0,1,1,0,4,8,6
90,92,79,35,76,90,554,0.44,1.04,0.99,0.24,1.01,1.98,0.0,1.92,2.1,0.99,1.95,4.0,0.94,1.0,0.5,1.96,1.01,0.26,387,0.5,202.7,147.8,127,18.4,30720,88,Oblivious; Own Tempo; Simple,Ground,Normal,Shed,Hisuian Arcanine,6,1,0,0,3,3,12,7
