age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
23,Male,6.48,2.23,0.53,1.53,5.68,149,58,5.65,Low,Yes,Moderate,1
25,Other,11.44,5.56,0.0,2.95,7.83,160,177,5.23,Medium,No,Severe,1
33,Other,5.87,2.9,3.77,1.25,7.67,189,166,3.58,High,No,,0
22,Other,5.3,4.6,0.0,5.45,8.16,102,136,3.58,Medium,Yes,Moderate,1
18,Male,10.38,3.88,1.18,4.03,4.5,67,134,7.54,Low,Yes,,1
25,Other,11.46,1.98,0.03,6.0,6.73,20,180,7.59,Low,No,Moderate,1
24,Female,7.67,2.78,2.24,5.7,4.88,45,154,10.23,Low,No,Mild,1
21,Male,11.19,6.0,2.32,5.65,6.22,29,172,4.87,Low,Yes,,0
31,Female,3.23,2.77,0.4,5.87,8.22,70,180,11.83,High,Yes,Severe,1
18,Other,4.94,3.97,0.0,3.57,5.55,98,156,4.57,Medium,Yes,Mild,1
23,Other,5.35,5.17,0.23,5.47,6.56,142,159,13.81,High,Yes,Moderate,1
20,Male,6.88,6.0,2.08,4.94,7.23,152,180,8.69,Low,No,,1
32,Female,3.0,4.64,1.27,1.56,6.48,130,67,10.21,Medium,Yes,Mild,1
32,Other,9.43,4.94,3.52,4.17,5.15,156,130,8.18,High,No,Moderate,1
29,Male,9.0,6.0,1.09,4.63,6.38,20,97,10.85,Low,No,Moderate,0
26,Female,4.45,2.13,2.6,0.75,4.86,77,140,3.58,Medium,Yes,Severe,0
26,Female,4.56,3.71,1.04,4.51,5.34,75,180,3.58,Low,Yes,Moderate,1
21,Male,5.66,3.62,0.4,6.0,7.48,93,157,7.72,Medium,No,Moderate,1
31,Female,9.43,4.89,0.75,3.07,5.25,172,142,11.41,Medium,Yes,Mild,0
32,Female,11.08,0.58,2.13,6.0,4.5,26,141,5.45,Medium,Yes,Mild,1
21,Male,4.53,1.25,0.0,5.92,5.48,20,180,13.14,High,No,Moderate,1
21,Male,7.9,4.26,2.68,3.35,6.03,178,180,6.62,Low,Yes,Severe,0
24,Male,10.2,3.66,1.46,2.11,8.04,180,97,10.74,Medium,Yes,Moderate,1
34,Female,6.36,5.6,0.93,3.18,5.58,42,40,6.7,Low,Yes,Severe,0
22,Other,6.73,6.0,3.55,3.18,6.14,235,180,7.65,Medium,Yes,Moderate,0
26,Male,10.94,5.37,0.52,6.0,7.97,74,73,9.62,Medium,No,,1
26,Other,8.47,5.01,0.37,3.46,5.43,44,60,3.58,Medium,Yes,Mild,1
25,Female,11.27,3.13,3.25,1.55,5.85,156,164,13.2,High,No,Severe,1
21,Male,6.35,2.92,0.69,5.43,7.74,65,141,10.67,High,No,Moderate,1
20,Other,8.24,4.42,0.0,4.44,7.83,105,114,9.95,High,No,Moderate,1
18,Other,7.9,1.17,2.07,4.1,5.81,166,154,5.37,Medium,Yes,Moderate,1
23,Other,6.76,0.84,2.71,6.0,5.23,73,176,10.97,Medium,Yes,Severe,1
26,Female,8.67,2.28,1.38,4.17,4.5,250,123,4.99,Low,No,Moderate,1
21,Male,5.21,3.34,1.53,4.98,7.85,103,180,4.01,High,No,Moderate,1
18,Other,7.29,4.02,2.84,6.0,6.35,123,170,8.96,Medium,No,Mild,1
35,Female,5.74,3.57,3.82,4.53,6.87,167,180,5.34,High,No,Moderate,1
20,Female,8.12,0.81,1.54,5.24,8.03,24,95,12.58,Low,Yes,Severe,1
28,Female,7.51,2.89,1.43,4.82,6.46,35,180,3.58,Medium,No,Moderate,0
24,Female,9.91,5.61,0.43,4.71,7.4,176,180,4.72,Low,No,Mild,1
29,Female,7.86,3.51,0.24,6.0,6.76,21,124,10.98,Medium,No,Moderate,1
27,Other,6.49,3.47,0.82,6.0,4.51,109,123,14.88,High,No,Severe,1
18,Male,12.0,3.41,3.19,0.58,8.33,87,179,8.36,High,No,Severe,1
32,Male,10.59,4.91,1.94,2.14,4.54,38,180,7.81,High,No,Moderate,1
22,Other,5.13,2.78,2.49,5.93,7.05,122,50,9.81,Medium,No,Moderate,1
18,Female,6.13,3.88,1.23,0.5,8.04,216,40,12.58,Medium,No,Moderate,1
19,Other,7.1,3.16,1.45,1.69,4.96,179,145,3.58,High,No,,1
22,Other,7.66,2.94,0.99,3.13,8.02,70,158,6.0,Medium,Yes,Moderate,0
20,Female,8.07,3.47,1.36,3.49,5.22,234,42,14.88,Medium,Yes,Moderate,0
29,Male,3.0,0.6,0.84,1.29,5.22,66,173,12.86,Low,No,Severe,0
18,Other,7.07,2.88,0.0,4.1,4.5,134,165,5.33,Low,No,Severe,0
29,Other,4.27,4.58,2.55,2.79,6.42,41,150,10.42,High,No,Moderate,0
32,Male,8.82,4.93,2.1,1.71,4.55,53,156,9.62,High,No,Moderate,1
32,Female,5.52,5.03,0.71,2.05,6.29,169,180,9.85,Low,No,Mild,1
24,Other,9.19,2.73,3.35,5.63,7.61,20,180,10.97,Medium,No,,1
31,Female,11.12,1.08,0.49,4.64,6.13,98,122,3.58,High,Yes,Mild,0
20,Male,5.78,6.0,0.67,5.09,7.08,99,75,3.59,Medium,Yes,,1
22,Female,5.69,3.63,1.35,4.04,5.73,250,133,14.09,Medium,No,Moderate,0
24,Male,8.42,3.48,0.58,2.37,4.5,99,171,11.85,Medium,No,Severe,1
28,Female,8.03,5.11,0.13,3.82,8.6,158,23,8.72,Medium,Yes,Mild,1
19,Male,10.26,1.21,2.28,4.99,4.96,20,177,6.52,Medium,No,Severe,1
30,Other,4.24,5.54,0.0,6.0,8.54,59,167,3.58,High,No,Moderate,0
32,Other,12.0,2.24,0.5,4.52,8.27,250,161,5.67,Medium,No,Moderate,1
20,Other,6.69,5.24,1.93,4.95,5.19,63,39,9.98,Medium,No,,1
19,Other,10.11,5.65,3.54,5.58,6.88,110,37,3.62,High,No,Severe,1
24,Other,5.62,3.45,1.59,6.0,8.47,172,146,4.87,Medium,Yes,Moderate,1
19,Male,10.68,3.58,2.07,6.0,8.96,172,56,3.58,Medium,Yes,Mild,1
20,Male,10.81,4.34,1.77,3.56,7.25,140,159,8.16,Low,No,Moderate,0
25,Other,5.22,4.98,1.05,3.54,8.78,70,150,9.92,Medium,No,Moderate,0
26,Male,3.91,4.53,1.81,4.36,8.02,26,166,7.03,Medium,No,Moderate,1
19,Female,8.56,4.53,1.75,4.74,4.57,161,132,7.39,Low,Yes,Moderate,1
31,Other,4.96,4.43,3.69,3.01,5.16,20,180,3.58,High,No,Moderate,1
28,Male,5.96,4.35,1.94,4.17,7.02,125,158,13.52,High,No,Moderate,0
22,Male,8.54,5.47,0.46,1.52,8.35,221,90,8.29,Low,No,Moderate,1
19,Other,8.04,4.63,2.32,5.12,5.53,80,163,3.86,Medium,Yes,Moderate,0
22,Other,11.22,1.56,1.59,6.0,4.5,159,172,5.71,Medium,No,Moderate,1
30,Other,9.17,2.01,0.19,5.7,6.02,94,153,9.8,Low,No,Severe,1
23,Male,8.17,3.71,3.06,2.4,5.3,89,180,9.38,High,No,Mild,1
28,Female,5.6,1.18,0.7,5.97,4.5,202,169,10.25,Medium,No,Severe,1
35,Male,5.63,5.71,0.0,2.47,8.15,29,45,3.58,Low,No,,1
29,Female,8.98,3.96,1.67,2.6,5.81,20,92,4.16,Low,No,Moderate,1
21,Female,9.65,4.94,0.84,6.0,6.81,217,176,12.27,High,No,Mild,0
25,Female,8.33,5.99,1.58,6.0,8.75,65,180,6.56,Medium,No,,1
25,Female,8.83,2.92,3.31,4.55,8.19,154,77,3.58,High,No,Moderate,0
20,Male,9.0,5.39,3.06,2.15,8.56,32,180,6.44,Medium,Yes,Mild,1
19,Other,9.07,5.05,2.51,4.55,7.28,25,41,7.28,Medium,Yes,,0
23,Female,4.37,5.72,3.0,5.89,4.85,200,34,9.6,Low,No,Mild,1
20,Male,10.94,4.48,1.76,1.39,4.5,20,173,11.4,Medium,No,Moderate,0
27,Male,3.0,3.23,2.1,5.05,6.08,66,99,13.46,Medium,No,Moderate,1
18,Male,5.9,5.36,2.37,3.0,4.67,234,148,11.11,Low,No,Severe,0
24,Female,5.45,0.99,0.36,0.86,5.16,203,114,10.17,Low,Yes,Moderate,0
31,Other,6.03,2.26,1.53,2.4,5.3,58,126,9.01,Medium,No,Moderate,0
19,Female,9.02,5.79,3.16,5.09,4.56,35,161,9.34,Medium,Yes,Severe,1
26,Other,7.65,5.33,1.98,4.55,8.23,119,177,8.0,High,Yes,Mild,1
24,Other,7.4,5.17,1.12,5.17,4.5,58,180,6.99,Medium,Yes,,1
19,Other,4.35,4.84,3.06,4.38,4.77,35,29,9.75,Low,No,,0
20,Male,6.06,3.32,2.3,4.49,7.85,186,139,6.07,Medium,No,Moderate,1
24,Other,8.67,1.79,0.08,1.23,4.86,149,180,10.42,High,No,Moderate,0
31,Other,6.29,4.71,2.19,6.0,7.81,20,180,9.76,Medium,No,,1
27,Other,10.76,4.96,1.48,2.69,6.59,59,142,12.98,Low,No,,1
18,Other,6.56,6.0,3.27,6.0,8.5,191,164,11.52,Medium,Yes,Moderate,0
27,Male,5.51,4.4,1.02,3.95,9.0,51,54,12.96,High,No,Moderate,1
18,Female,6.13,4.77,3.29,1.77,8.69,112,57,8.26,High,No,Severe,1
21,Male,9.22,4.24,3.43,6.0,8.42,87,117,7.09,High,No,Mild,1
29,Other,9.59,5.6,1.91,1.76,5.72,21,161,8.77,High,Yes,Severe,0
32,Other,8.05,3.37,0.05,5.75,4.93,23,180,4.49,Medium,No,Moderate,1
27,Female,3.72,0.5,0.94,0.88,7.87,113,178,5.04,Low,Yes,Severe,1
20,Other,9.94,4.69,1.89,5.89,7.95,133,164,7.65,Medium,Yes,Moderate,1
23,Male,5.85,3.76,0.29,4.0,7.87,195,125,13.22,Low,Yes,Severe,0
20,Female,7.84,0.5,3.2,5.98,8.04,60,122,4.81,Low,Yes,Moderate,1
18,Male,6.14,2.78,1.64,5.96,5.5,79,147,8.36,Medium,No,,1
35,Other,7.99,5.51,1.3,5.67,7.11,20,167,9.65,Medium,No,,1
27,Male,3.39,3.57,1.12,6.0,4.5,37,174,6.32,Low,Yes,Mild,1
25,Female,3.9,2.11,1.39,0.86,4.7,177,180,7.85,Medium,No,Moderate,1
24,Male,8.39,1.9,0.74,4.73,7.21,159,87,6.8,Medium,No,Moderate,1
19,Other,7.64,3.33,1.98,3.96,5.75,47,131,9.99,Medium,No,Severe,1
24,Other,5.13,4.47,0.0,4.95,6.65,20,84,4.86,Medium,No,Moderate,1
22,Male,9.26,2.15,2.25,1.6,7.14,169,105,5.11,High,No,Moderate,1
18,Male,9.26,0.58,2.06,2.45,7.81,75,96,3.58,Medium,No,,1
35,Male,7.98,3.51,0.3,4.62,5.34,55,162,10.02,Low,No,Severe,0
28,Female,12.0,6.0,0.66,6.0,4.59,20,101,3.58,High,Yes,Severe,1
25,Male,11.42,6.0,3.92,5.94,8.35,72,180,7.55,High,No,Moderate,1
30,Male,10.06,4.2,0.64,5.1,7.14,61,180,7.77,High,No,Severe,1
31,Male,4.22,2.79,3.51,4.02,4.5,182,30,10.69,High,No,Severe,1
20,Male,10.03,1.71,1.46,5.3,4.5,181,171,12.35,Low,No,Severe,1
23,Female,11.94,5.4,1.79,5.57,5.55,165,180,3.58,Medium,No,Severe,1
18,Male,6.44,6.0,3.31,2.31,4.5,110,151,14.88,Medium,No,Moderate,0
24,Male,9.79,5.01,1.6,4.69,6.43,49,180,10.86,Low,Yes,,1
18,Female,5.37,3.51,1.79,2.64,8.17,214,147,7.19,Low,No,,1
21,Male,5.36,4.9,1.96,5.56,4.5,155,178,5.9,Low,No,Severe,1
19,Male,5.33,5.13,3.24,1.72,4.81,53,85,6.9,Medium,Yes,Moderate,1
25,Other,6.78,5.75,0.38,4.96,4.98,141,70,11.39,Medium,No,Mild,1
27,Male,9.98,3.03,3.38,5.26,6.44,165,143,9.29,High,No,Moderate,1
18,Female,10.03,0.91,2.71,2.53,6.48,64,134,14.88,Low,Yes,Moderate,0
19,Female,11.71,5.4,1.25,4.02,4.5,153,69,9.89,Medium,Yes,Mild,1
19,Female,7.31,2.92,2.92,6.0,5.29,20,158,4.22,High,No,Severe,1
27,Female,6.67,1.62,0.07,2.64,6.34,157,95,7.68,High,No,Severe,1
25,Other,4.8,2.11,2.12,5.62,4.75,164,49,10.24,Medium,No,Severe,0
18,Male,5.56,4.79,2.34,5.46,7.85,30,180,3.72,Medium,No,Mild,1
25,Female,5.41,5.25,0.85,5.9,5.74,134,107,11.5,Medium,No,Moderate,1
28,Male,4.55,2.68,2.69,5.55,8.1,50,170,8.21,High,No,Moderate,0
27,Male,9.98,1.29,0.0,5.43,7.82,84,180,11.88,Medium,Yes,Severe,1
20,Other,7.84,3.75,1.12,4.42,5.44,149,180,3.58,Medium,No,Mild,0
30,Female,10.39,6.0,1.35,4.38,4.91,82,171,10.33,High,Yes,Severe,1
19,Female,6.83,5.64,0.0,5.54,6.09,94,92,10.94,Low,No,Mild,0
28,Other,9.8,3.5,0.0,5.6,5.61,186,126,7.57,Low,No,Moderate,1
19,Other,6.0,5.95,1.24,4.14,6.83,150,43,5.6,Medium,No,Severe,1
20,Male,10.8,5.51,3.27,4.14,4.5,20,180,4.13,Medium,Yes,Severe,1
31,Male,10.59,5.62,1.45,5.63,8.41,59,152,5.88,Low,No,Moderate,1
34,Female,3.74,1.86,3.68,5.83,7.15,34,173,11.12,High,No,Severe,1
24,Other,9.2,4.28,1.14,3.54,5.42,22,164,4.13,Medium,Yes,Moderate,1
35,Female,6.07,1.03,2.1,4.86,6.42,138,80,14.0,High,No,,1
25,Female,10.33,1.38,1.52,3.8,6.55,47,130,8.7,Medium,No,Moderate,1
27,Male,4.14,3.9,0.72,2.1,4.57,25,55,4.9,Low,Yes,Severe,1
31,Male,10.35,4.28,2.54,2.73,4.99,60,123,7.83,Low,No,Severe,1
28,Other,11.96,6.0,0.23,3.0,4.99,36,180,8.33,Medium,No,Severe,0
24,Female,12.0,6.0,1.01,1.79,8.28,176,180,12.88,Low,No,,1
20,Other,7.5,6.0,0.2,1.9,4.5,151,74,6.35,Medium,No,Moderate,1
21,Other,4.87,2.41,1.8,6.0,8.47,42,147,11.46,Medium,Yes,Mild,1
18,Female,11.0,3.07,0.67,6.0,7.09,135,180,6.62,Medium,No,Moderate,0
25,Other,6.93,5.5,3.3,5.2,5.25,20,180,4.59,Medium,Yes,Moderate,0
35,Female,10.54,3.99,3.34,5.53,6.68,106,118,13.97,High,No,,0
31,Male,7.82,1.46,0.0,6.0,7.82,66,27,3.58,Low,Yes,,0
23,Other,10.34,3.2,0.32,3.48,6.96,46,124,9.08,Medium,No,Moderate,1
21,Female,6.82,6.0,0.0,5.66,8.2,250,121,4.76,Medium,No,Moderate,1
23,Other,11.13,5.06,3.04,4.53,4.87,95,47,5.52,Medium,No,,1
26,Male,5.04,4.13,1.14,4.67,5.33,20,23,3.58,Medium,No,Mild,0
19,Other,10.0,5.4,0.59,4.43,6.59,103,180,6.12,High,No,,1
23,Other,6.15,2.92,2.11,5.36,4.5,20,87,10.69,Low,Yes,,1
23,Other,5.44,5.18,3.69,3.8,8.48,91,20,11.7,Medium,No,Severe,1
24,Female,10.28,4.24,3.31,4.97,4.96,180,180,8.91,High,No,Mild,1
22,Female,7.83,1.42,2.46,3.91,4.69,88,170,4.5,Low,No,,1
18,Female,6.55,4.19,2.22,3.5,7.02,181,180,14.54,High,Yes,Moderate,0
30,Other,5.28,2.64,0.87,4.08,4.96,44,180,10.55,Medium,No,Mild,1
25,Male,7.75,2.26,2.49,1.21,6.39,173,180,8.16,Medium,Yes,Mild,1
18,Male,9.63,0.89,0.17,6.0,7.21,217,115,9.19,Low,No,Moderate,1
23,Other,8.42,3.32,0.59,5.99,6.93,51,74,3.58,Medium,No,Moderate,1
30,Female,10.41,3.3,3.9,4.64,4.56,81,164,12.21,High,No,Severe,0
19,Male,4.94,5.71,1.71,3.73,7.16,66,159,10.54,Medium,No,Moderate,1
22,Other,5.44,5.65,1.72,6.0,6.1,83,180,12.62,Medium,Yes,,1
18,Other,7.85,4.52,0.5,3.69,5.7,224,133,11.63,Medium,No,Severe,1
18,Female,8.12,1.04,2.23,2.99,5.42,55,125,9.91,Medium,No,Severe,1
23,Female,11.69,1.59,0.95,5.1,7.88,149,180,10.58,Medium,No,Moderate,1
32,Other,10.37,4.32,0.1,1.17,4.5,224,176,5.55,High,Yes,Severe,0
25,Other,10.43,4.62,1.38,6.0,5.93,198,180,13.36,Low,No,,0
18,Other,9.03,1.58,1.51,2.12,4.5,125,172,6.57,Medium,No,Moderate,1
21,Female,5.05,4.16,1.01,3.6,4.5,20,53,14.88,High,No,Moderate,0
21,Female,5.94,3.46,2.03,5.84,8.4,214,90,6.86,Medium,Yes,Moderate,1
24,Female,5.1,4.08,3.61,1.72,7.91,65,76,7.68,Low,No,Moderate,1
18,Other,8.78,5.25,0.83,4.44,5.53,165,41,14.44,Low,Yes,,1
23,Female,7.15,2.41,2.63,1.6,4.91,52,144,11.22,Medium,No,Severe,1
34,Male,5.74,5.31,1.16,4.24,5.24,44,118,6.59,Medium,Yes,Mild,1
29,Female,4.43,0.91,0.0,5.03,4.83,31,176,8.2,Low,No,Moderate,1
19,Other,10.19,5.1,1.14,1.77,7.92,20,102,3.58,Low,No,Moderate,1
25,Other,9.14,5.88,0.33,5.26,4.93,69,180,12.02,Medium,No,Severe,1
18,Other,4.75,6.0,0.24,5.12,4.5,132,180,13.02,Low,No,Moderate,1
20,Other,10.12,4.01,0.08,6.0,5.18,57,168,11.15,Medium,Yes,Moderate,1
18,Male,9.7,3.37,2.61,6.0,7.91,20,125,11.06,Low,No,Severe,1
19,Female,4.79,3.21,0.0,5.45,5.73,116,161,7.82,Medium,Yes,Severe,0
18,Other,4.08,2.19,1.72,4.53,7.93,112,132,5.53,Medium,No,Moderate,1
27,Male,5.28,5.82,0.68,4.17,4.5,153,133,6.19,Medium,No,Moderate,0
35,Male,6.51,3.84,1.57,1.45,5.79,27,35,13.2,Medium,No,Mild,0
22,Other,8.03,4.32,1.73,2.64,8.66,235,84,5.94,Low,No,Mild,1
21,Female,5.09,5.84,2.05,4.82,7.13,39,59,7.16,High,Yes,Moderate,0
26,Other,9.73,1.14,3.26,2.74,5.51,123,148,3.58,Low,No,,1
18,Female,7.61,1.08,1.82,1.28,8.06,129,180,4.01,Medium,Yes,Moderate,1
33,Female,8.06,2.26,2.28,3.36,7.99,121,148,8.84,High,No,Severe,0
18,Other,12.0,2.89,1.44,2.7,5.59,71,140,7.1,Medium,No,Mild,1
21,Female,5.92,3.54,4.0,4.4,7.55,20,77,3.58,High,No,Severe,0
19,Other,5.79,5.76,0.29,5.71,8.07,219,52,4.86,Medium,No,Moderate,1
32,Male,8.23,4.91,2.15,5.71,6.25,130,54,6.39,Low,No,,1
18,Other,10.62,4.51,2.31,1.53,8.6,22,88,10.48,Medium,No,,0
26,Other,11.62,6.0,1.41,4.35,5.36,20,180,10.7,Medium,Yes,,1
23,Female,6.19,2.27,1.01,5.68,4.5,188,32,9.11,Low,Yes,Moderate,0
24,Female,10.65,6.0,0.23,5.95,5.45,204,160,12.62,High,Yes,Mild,0
25,Female,10.42,4.15,0.38,5.16,7.79,41,42,7.46,Medium,No,,1
28,Male,5.45,1.62,4.0,5.6,6.6,114,180,12.3,High,No,Moderate,0
31,Other,11.89,4.38,0.62,6.0,5.2,237,180,13.53,High,No,Moderate,1
18,Female,6.78,4.91,3.07,4.45,4.5,61,55,5.28,High,No,Moderate,1
27,Female,12.0,4.51,2.23,6.0,8.14,23,180,12.69,Medium,No,Moderate,1
22,Other,7.84,3.55,1.37,0.9,7.93,172,180,13.72,High,Yes,Moderate,1
18,Female,10.87,4.07,0.21,2.88,8.07,20,180,11.17,Medium,No,Moderate,1
22,Other,3.69,4.53,1.24,3.76,6.86,162,42,3.58,High,Yes,,1
18,Female,6.51,3.68,2.15,5.08,5.98,115,103,6.79,High,Yes,Severe,1
35,Male,11.55,3.16,2.53,5.56,5.32,53,31,9.19,Low,No,Mild,0
27,Female,10.22,3.49,1.69,1.54,7.65,202,75,6.42,Medium,No,Mild,1
19,Male,4.09,3.1,0.53,5.42,4.6,80,59,12.8,Medium,No,Moderate,0
22,Female,12.0,5.31,0.35,1.07,7.94,66,180,5.15,Medium,No,Moderate,0
18,Female,8.02,2.8,1.0,5.96,7.1,20,180,6.81,High,Yes,Mild,1
34,Male,4.9,6.0,1.27,6.0,5.7,142,177,3.97,Medium,No,Moderate,0
22,Other,8.09,1.19,0.14,2.81,5.8,54,180,8.53,Medium,Yes,Mild,1
22,Male,6.39,1.8,1.64,6.0,5.47,62,91,11.7,High,No,Severe,1
19,Other,5.36,1.53,0.0,6.0,4.6,20,180,3.58,High,No,,1
18,Male,6.58,3.52,1.05,3.24,6.74,138,169,14.15,Medium,No,Severe,1
22,Other,5.51,3.7,1.47,1.64,5.89,20,180,3.58,Medium,Yes,Severe,1
18,Male,6.2,2.97,1.73,0.73,6.53,249,58,4.09,Low,No,Mild,1
18,Female,7.2,4.33,0.0,5.58,4.52,196,132,11.09,Low,Yes,Mild,1
19,Male,10.66,6.0,0.0,4.31,5.81,95,165,10.34,Medium,Yes,,1
20,Female,10.21,4.37,1.45,0.93,7.49,193,87,11.05,Low,No,Mild,1
18,Female,9.75,5.24,2.49,1.83,8.16,175,86,7.76,Low,No,Severe,1
19,Other,7.73,4.91,1.83,4.75,7.02,201,180,3.58,High,Yes,Moderate,1
20,Female,5.43,5.03,1.46,4.45,4.5,39,72,3.58,High,Yes,Mild,1
18,Female,8.59,1.45,0.89,4.24,5.25,49,169,8.24,Low,Yes,Moderate,1
34,Other,4.89,1.3,0.54,1.44,7.99,20,174,12.1,High,Yes,Moderate,1
23,Female,6.45,3.4,1.45,6.0,4.55,77,180,14.17,Low,No,Mild,1
25,Other,9.13,5.04,0.0,5.7,8.27,180,141,7.58,Medium,No,Mild,0
22,Male,11.25,4.27,1.73,5.18,4.5,155,180,8.13,Medium,Yes,Mild,1
18,Male,6.15,3.6,2.47,3.53,8.11,74,48,7.11,Low,Yes,Severe,1
27,Other,7.33,4.05,0.03,2.95,5.23,32,89,9.62,Medium,Yes,,1
19,Female,7.63,2.53,0.03,0.5,4.54,233,172,9.13,High,No,Moderate,0
26,Male,11.56,3.65,1.62,0.73,4.53,35,65,10.13,Low,Yes,Severe,0
20,Other,5.65,2.53,3.04,5.42,6.83,20,169,10.86,Medium,No,Mild,0
26,Male,4.8,6.0,2.7,5.07,7.64,20,51,6.46,Medium,Yes,Mild,0
24,Female,11.6,1.84,1.48,5.89,6.48,79,163,13.95,Low,No,Severe,0
19,Female,7.41,1.48,3.6,3.85,7.82,40,114,4.56,High,Yes,Moderate,0
28,Female,10.82,1.24,1.13,3.73,6.87,142,173,7.09,High,No,Moderate,1
35,Male,3.0,2.46,2.32,5.77,8.34,139,178,13.63,High,No,,1
18,Female,7.44,1.69,0.16,5.88,7.34,89,82,13.49,High,No,Moderate,1
30,Other,7.48,6.0,2.13,6.0,6.72,170,180,11.23,Medium,No,Moderate,1
24,Male,10.01,4.48,3.29,4.6,5.7,122,150,7.85,Low,No,,1
27,Male,3.88,1.62,1.55,2.21,7.82,89,74,8.52,High,Yes,Severe,1
18,Male,4.14,4.76,3.26,3.62,8.85,73,180,10.08,High,No,Moderate,1
23,Other,3.76,4.83,2.11,4.8,4.5,101,180,13.17,High,Yes,Mild,1
34,Other,11.01,2.6,0.69,5.56,8.36,24,160,7.4,Low,No,Moderate,1
19,Other,6.62,3.65,0.31,4.44,5.6,51,121,8.52,Low,No,Moderate,0
20,Other,4.18,1.9,2.38,1.96,7.09,55,38,7.41,Low,No,,1
29,Other,7.87,0.76,3.68,4.96,5.36,238,76,4.84,Low,Yes,Moderate,0
24,Female,6.58,4.72,2.73,4.55,5.19,62,160,7.12,High,No,Mild,1
22,Other,10.47,4.95,1.23,2.72,4.65,77,65,3.58,Medium,Yes,Mild,1
18,Female,9.15,1.0,1.58,3.62,6.41,120,180,7.46,High,Yes,Mild,1
28,Other,11.63,2.94,3.41,5.41,5.4,20,64,7.99,High,Yes,Mild,1
20,Male,4.27,4.35,2.04,6.0,5.46,144,180,7.47,High,Yes,,1
19,Female,5.59,2.34,2.39,2.23,5.11,172,180,5.53,Low,No,Severe,1
28,Male,6.2,6.0,2.37,6.0,6.75,196,111,12.42,Medium,No,Mild,1
29,Other,6.25,2.01,0.08,3.24,5.31,60,145,10.35,Low,No,Mild,1
25,Female,9.45,6.0,1.36,2.38,8.33,112,136,4.94,High,Yes,Moderate,1
21,Male,10.53,2.79,1.41,5.98,8.0,176,169,6.39,High,Yes,Mild,1
19,Other,5.48,4.04,1.25,5.81,7.44,78,52,9.86,Medium,Yes,Severe,1
22,Female,10.76,1.11,3.17,4.72,6.93,38,79,8.33,Low,No,Mild,1
31,Male,4.65,4.54,0.27,5.7,8.09,123,159,11.74,Low,No,Severe,1
32,Other,6.0,2.9,1.79,4.03,8.49,68,60,11.09,Medium,Yes,Mild,1
18,Other,7.33,3.47,1.93,6.0,6.68,20,102,3.73,Medium,No,Moderate,1
19,Female,9.98,2.15,1.13,4.91,5.8,47,180,10.81,High,No,,1
31,Male,10.72,3.28,1.25,5.7,5.95,130,169,9.79,Low,Yes,Moderate,0
28,Other,6.8,3.64,0.77,5.87,6.37,175,163,3.58,Medium,Yes,Mild,1
18,Female,6.15,5.3,0.72,2.19,6.45,192,180,6.44,High,No,Severe,1
20,Male,10.47,5.26,0.9,0.83,5.69,75,180,7.58,Medium,Yes,Mild,1
25,Female,11.49,3.23,2.18,1.3,7.86,247,180,14.58,High,No,Mild,1
28,Male,10.07,1.87,1.43,5.36,4.5,107,162,11.56,Medium,Yes,Mild,0
19,Female,9.55,5.49,1.15,0.5,5.62,66,54,5.51,Medium,Yes,Moderate,1
31,Female,12.0,0.5,0.52,3.18,8.1,20,140,10.83,Medium,Yes,Moderate,1
27,Female,4.88,5.87,1.01,6.0,4.94,98,168,7.03,Low,No,Mild,1
31,Female,12.0,1.23,1.32,5.52,8.56,73,180,7.13,Medium,No,Moderate,1
18,Female,11.29,2.7,0.0,3.48,7.2,163,133,7.4,Low,No,Mild,0
19,Other,9.33,4.85,2.51,2.84,6.03,60,51,13.78,Medium,No,Moderate,1
19,Male,6.04,1.71,2.2,5.44,8.32,35,180,8.43,Medium,No,Moderate,1
31,Female,3.61,2.17,2.21,4.98,7.67,48,178,4.29,High,Yes,Moderate,0
22,Other,8.56,5.2,0.59,6.0,8.46,90,179,4.4,Low,No,,1
29,Other,9.05,3.12,1.35,5.37,8.42,199,166,11.19,Medium,No,Moderate,1
21,Other,3.36,5.88,0.0,2.38,4.5,61,180,6.24,Low,Yes,,1
18,Male,10.59,2.87,3.65,4.93,4.5,49,117,13.3,High,No,Severe,1
31,Female,8.82,3.41,0.56,5.56,7.97,150,102,3.58,Low,No,,1
28,Female,5.01,2.2,3.1,1.48,7.87,250,137,4.96,High,Yes,Mild,0
21,Male,3.96,3.3,3.12,6.0,4.59,99,133,10.34,Low,No,Severe,1
20,Other,6.88,0.89,1.1,5.3,8.27,111,114,8.53,High,No,Severe,1
25,Female,8.01,4.17,3.11,6.0,4.5,82,163,9.26,Medium,Yes,Mild,1
20,Male,7.99,1.14,0.1,0.55,4.81,208,180,11.6,High,No,Severe,0
21,Male,6.52,2.81,1.04,5.16,5.35,107,171,5.76,High,No,Mild,0
18,Other,9.46,3.31,0.0,2.68,4.5,213,157,9.31,Low,No,Moderate,1
20,Male,4.78,5.55,0.39,6.0,5.99,78,180,3.58,Medium,No,Severe,0
18,Other,8.85,2.96,0.51,4.83,6.14,229,148,3.58,High,No,Severe,1
