Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,153,Research & Development,3,2,Life Sciences,1,2,Female,52,4,3,Sales Executive,2,Single,16711,23740,1,Y,No,12,3,3,80,0,17,3,3,3,6,9,0
24,No,Travel_Rarely,289,Research & Development,13,4,Medical,1,4,Male,87,2,2,Research Scientist,2,Single,1742,9714,9,Y,No,17,3,1,80,1,17,2,3,10,2,0,0
29,No,Travel_Rarely,1133,Human Resources,4,2,Medical,1,3,Male,89,3,3,Laboratory Technician,1,Married,3567,4013,9,Y,No,12,3,3,80,0,1,4,2,3,5,1,7
18,No,Travel_Rarely,607,Human Resources,21,3,Life Sciences,1,4,Female,98,3,1,Research Director,3,Married,2512,4929,1,Y,Yes,15,4,1,80,0,10,3,3,11,0,1,2
22,No,Travel_Rarely,1281,Research & Development,4,2,Life Sciences,1,1,Male,90,4,2,Sales Executive,3,Single,2306,13070,2,Y,Yes,16,3,3,80,1,23,2,3,2,2,0,8
46,No,Travel_Rarely,102,Research & Development,16,3,Medical,1,1,Male,41,2,2,Laboratory Technician,2,Single,1009,22756,1,Y,No,16,3,3,80,1,0,3,3,7,2,0,5
48,No,Travel_Rarely,201,Sales,7,1,Life Sciences,1,2,Female,100,3,1,Research Scientist,4,Single,5603,22096,9,Y,Yes,16,3,3,80,1,7,2,1,10,8,0,11
25,No,Travel_Rarely,1037,Research & Development,12,3,Medical,1,1,Male,90,3,2,Manufacturing Director,3,Married,1667,12965,1,Y,No,16,3,2,80,1,6,2,3,11,2,0,0
25,Yes,Travel_Rarely,127,Human Resources,2,4,Life Sciences,1,1,Female,54,2,2,Laboratory Technician,2,Single,2629,10311,4,Y,No,20,3,3,80,0,14,3,3,11,1,0,8
28,No,Travel_Frequently,692,Human Resources,7,3,Medical,1,2,Female,79,2,1,Research Scientist,2,Single,2702,21251,1,Y,Yes,14,3,4,80,0,0,0,2,12,5,0,0
27,No,Travel_Rarely,152,Research & Development,18,3,Life Sciences,1,3,Male,58,3,3,Laboratory Technician,4,Single,3079,8857,1,Y,No,17,4,1,80,0,4,2,3,12,0,7,2
36,Yes,Travel_Rarely,102,Research & Development,14,1,Marketing,1,3,Male,97,1,4,Research Scientist,4,Married,2851,26569,1,Y,No,18,3,3,80,1,7,2,3,2,0,1,0
21,No,Travel_Rarely,1093,Sales,29,2,Life Sciences,1,4,Male,100,3,2,Laboratory Technician,4,Married,1756,9661,1,Y,No,12,3,3,80,1,8,2,3,12,2,0,2
34,No,Travel_Rarely,749,Research & Development,9,1,Life Sciences,1,1,Female,60,4,2,Laboratory Technician,4,Single,2255,4859,1,Y,No,20,3,1,80,1,12,2,3,4,0,1,1
36,No,Travel_Rarely,796,Sales,4,3,Marketing,1,4,Male,61,1,2,Laboratory Technician,4,Single,2011,2094,1,Y,Yes,21,3,4,80,1,1,2,3,3,1,0,6
47,Yes,Travel_Rarely,371,Research & Development,29,3,Marketing,1,4,Female,58,3,1,Research Scientist,4,Single,6782,16094,1,Y,No,16,3,2,80,1,17,3,3,10,1,3,7
20,No,Non-Travel,603,Sales,4,4,Life Sciences,1,4,Female,47,2,2,Sales Executive,1,Married,1603,23311,5,Y,Yes,19,3,3,80,0,2,2,3,11,1,0,1
35,Yes,Travel_Frequently,405,Research & Development,4,3,Technical Degree,1,4,Male,85,3,1,Healthcare Representative,4,Divorced,4042,11982,1,Y,No,23,3,4,80,1,5,2,3,8,4,0,3
24,No,Travel_Rarely,102,Research & Development,4,3,Life Sciences,1,2,Male,56,3,1,Sales Executive,4,Married,12268,26999,2,Y,No,20,3,4,80,0,11,2,2,8,2,0,2
24,No,Travel_Rarely,102,Sales,12,2,Life Sciences,1,3,Male,97,2,2,Research Scientist,3,Married,2921,10153,1,Y,No,25,3,3,80,0,10,3,2,10,5,1,1
22,No,Travel_Rarely,120,Research & Development,13,3,Marketing,1,3,Male,48,3,1,Sales Executive,3,Divorced,1210,2094,1,Y,No,23,3,2,80,0,1,2,3,3,0,0,2
49,No,Travel_Frequently,1450,Sales,29,4,Marketing,1,4,Male,97,3,1,Healthcare Representative,1,Single,3734,14651,1,Y,No,25,3,3,80,0,8,3,4,7,2,0,1
27,No,Travel_Rarely,893,Research & Development,5,3,Technical Degree,1,3,Male,92,3,1,Laboratory Technician,1,Married,6212,6721,1,Y,Yes,12,3,1,80,0,11,3,3,2,2,0,1
39,Yes,Travel_Rarely,154,Research & Development,29,3,Medical,1,2,Male,93,3,1,Research Scientist,4,Married,1395,20350,1,Y,No,25,3,3,80,1,0,5,1,5,2,0,0
27,No,Travel_Rarely,523,Research & Development,15,3,Life Sciences,1,4,Male,100,3,2,Laboratory Technician,2,Single,6639,15879,6,Y,No,14,3,4,80,0,11,2,1,10,4,0,2
29,No,Travel_Frequently,1001,Sales,2,2,Life Sciences,1,1,Female,47,3,2,Sales Executive,4,Single,2349,23355,1,Y,No,16,3,2,80,0,3,2,4,1,6,0,8
33,No,Travel_Rarely,569,Sales,29,4,Medical,1,3,Male,95,3,2,Sales Executive,3,Married,5519,8595,1,Y,Yes,17,3,3,80,0,3,2,3,3,2,1,3
29,No,Travel_Rarely,255,Research & Development,14,3,Medical,1,2,Male,63,1,3,Manager,1,Single,2175,26847,7,Y,No,11,3,4,80,1,0,2,3,21,1,0,6
44,No,Travel_Rarely,102,Research & Development,29,3,Life Sciences,1,2,Female,54,3,2,Sales Executive,3,Married,2053,2094,1,Y,No,15,3,1,80,3,8,3,3,12,0,0,0
49,No,Travel_Frequently,783,Sales,3,3,Medical,1,1,Female,60,4,1,Sales Executive,4,Divorced,3487,15827,3,Y,Yes,15,4,2,80,0,7,2,3,10,4,0,1
36,No,Travel_Rarely,102,Sales,5,4,Life Sciences,1,1,Male,67,3,5,Research Scientist,4,Married,2937,21402,0,Y,No,24,3,3,80,0,9,2,3,4,7,0,5
27,No,Travel_Rarely,1240,Research & Development,4,3,Medical,1,1,Male,76,4,2,Research Scientist,1,Married,3048,9495,2,Y,Yes,17,3,2,80,1,10,3,1,1,1,0,8
41,No,Travel_Rarely,208,Research & Development,15,4,Life Sciences,1,3,Female,82,3,2,Sales Executive,3,Single,2386,3548,3,Y,No,24,3,3,80,1,2,2,2,6,2,0,3
32,No,Travel_Rarely,288,Research & Development,10,3,Life Sciences,1,4,Male,55,2,2,Research Scientist,3,Married,5821,7509,6,Y,No,22,3,4,80,1,2,2,3,14,7,1,2
37,No,Travel_Rarely,750,Research & Development,8,3,Life Sciences,1,4,Male,97,2,1,Sales Executive,1,Divorced,2670,14995,1,Y,No,12,3,4,80,2,0,3,4,7,0,0,6
26,No,Travel_Rarely,357,Research & Development,29,1,Medical,1,1,Female,58,3,2,Laboratory Technician,1,Single,4104,12422,1,Y,No,14,3,3,80,1,20,2,3,7,3,0,7
44,No,Travel_Rarely,1371,Research & Development,3,1,Medical,1,1,Female,91,2,1,Sales Executive,3,Divorced,5165,15704,1,Y,Yes,12,3,1,80,1,8,2,3,7,5,0,2
31,No,Travel_Rarely,981,Research & Development,13,4,Technical Degree,1,1,Male,50,2,2,Human Resources,1,Married,6856,5425,3,Y,No,14,4,2,80,1,0,3,3,5,3,0,2
35,No,Travel_Rarely,102,Research & Development,25,3,Other,1,3,Male,94,3,2,Laboratory Technician,4,Single,3781,19624,1,Y,Yes,12,3,4,80,0,5,2,3,11,0,0,2
22,No,Travel_Rarely,926,Research & Development,3,3,Technical Degree,1,4,Female,96,3,2,Laboratory Technician,4,Single,1009,14325,4,Y,No,15,3,1,80,1,0,2,1,3,5,0,8
45,No,Travel_Frequently,1042,Research & Development,2,3,Technical Degree,1,1,Female,100,3,5,Research Scientist,3,Divorced,4444,4338,1,Y,No,15,3,1,80,0,3,2,3,8,0,0,3
40,No,Travel_Rarely,213,Sales,1,3,Life Sciences,1,4,Male,98,3,3,Sales Executive,1,Married,6068,10874,3,Y,No,16,3,3,80,0,0,3,3,9,0,0,4
52,No,Travel_Rarely,1097,Sales,29,1,Life Sciences,1,2,Male,54,3,3,Manager,4,Single,4575,7978,0,Y,No,20,3,4,80,0,1,2,3,4,6,1,0
39,No,Travel_Rarely,102,Research & Development,15,2,Life Sciences,1,2,Female,93,2,1,Human Resources,2,Married,1009,18396,4,Y,No,16,3,3,80,0,9,2,3,12,2,0,0
25,No,Travel_Rarely,320,Sales,10,3,Medical,1,2,Female,81,2,2,Manufacturing Director,2,Divorced,1770,25336,0,Y,No,25,3,3,80,2,6,3,3,12,4,0,2
20,No,Non-Travel,647,Research & Development,29,4,Life Sciences,1,4,Female,100,3,3,Sales Executive,4,Divorced,1580,6027,1,Y,No,20,3,2,80,0,18,2,3,7,2,0,0
21,Yes,Travel_Rarely,102,Sales,3,2,Medical,1,1,Female,99,3,2,Manufacturing Director,4,Divorced,4620,22843,2,Y,Yes,18,3,1,80,2,0,6,3,5,6,1,2
39,No,Travel_Rarely,218,Sales,3,4,Human Resources,1,2,Female,47,2,1,Laboratory Technician,1,Divorced,2370,13438,1,Y,Yes,20,3,4,80,0,9,3,3,8,2,0,3
35,No,Travel_Rarely,493,Sales,3,3,Marketing,1,2,Male,77,2,2,Research Scientist,4,Married,4370,17727,1,Y,Yes,16,3,4,80,1,7,2,3,12,2,5,4
48,No,Travel_Rarely,1360,Human Resources,21,3,Medical,1,4,Male,100,3,3,Sales Executive,2,Single,1009,24556,3,Y,No,14,3,4,80,0,1,2,2,13,2,0,1
36,No,Travel_Frequently,153,Sales,10,5,Marketing,1,4,Male,97,2,1,Sales Executive,1,Single,4220,18038,5,Y,No,13,3,3,80,0,0,2,3,6,2,0,0
52,No,Travel_Frequently,102,Research & Development,13,3,Life Sciences,1,4,Male,59,2,1,Manager,1,Married,4777,19636,9,Y,No,16,3,3,80,1,1,3,4,9,5,0,5
22,No,Travel_Rarely,579,Sales,23,2,Life Sciences,1,3,Male,87,2,3,Sales Executive,4,Single,1671,20753,1,Y,No,15,3,1,80,1,0,2,3,3,1,0,2
49,No,Travel_Frequently,1028,Sales,29,3,Life Sciences,1,2,Male,40,3,1,Sales Executive,3,Married,4068,2296,5,Y,No,13,3,4,80,1,6,3,3,4,0,4,0
50,Yes,Travel_Rarely,697,Sales,8,3,Life Sciences,1,1,Male,44,3,3,Laboratory Technician,1,Single,3780,16196,9,Y,Yes,17,3,4,80,0,2,2,3,11,3,1,7
19,No,Travel_Rarely,932,Sales,18,3,Life Sciences,1,1,Male,30,2,1,Laboratory Technician,4,Single,1760,4291,1,Y,No,25,3,3,80,1,37,1,2,11,6,0,0
24,No,Travel_Rarely,1285,Sales,24,3,Medical,1,2,Male,59,3,1,Manager,3,Married,2540,2848,2,Y,No,23,3,3,80,1,24,1,3,11,2,0,3
30,Yes,Travel_Rarely,211,Human Resources,2,3,Marketing,1,4,Male,100,2,1,Laboratory Technician,2,Single,1009,11874,1,Y,No,14,4,1,80,0,3,3,2,12,2,2,7
29,No,Travel_Rarely,1000,Research & Development,3,3,Life Sciences,1,4,Male,92,3,1,Manufacturing Director,3,Single,2456,16724,1,Y,Yes,13,3,4,80,0,4,3,2,27,1,0,0
21,No,Travel_Rarely,979,Sales,13,4,Marketing,1,1,Female,44,2,1,Sales Executive,3,Married,2045,7798,1,Y,No,14,3,1,80,0,10,3,3,5,0,0,2
32,No,Travel_Rarely,102,Sales,2,3,Technical Degree,1,3,Male,76,3,2,Research Scientist,1,Divorced,2039,6159,0,Y,Yes,18,3,1,80,1,22,2,3,7,1,0,7
37,No,Travel_Rarely,102,Research & Development,15,2,Life Sciences,1,1,Male,94,3,3,Laboratory Technician,1,Single,4173,18276,1,Y,Yes,16,3,3,80,1,5,6,1,3,2,0,7
60,No,Travel_Rarely,1086,Human Resources,23,4,Marketing,1,1,Female,35,2,1,Laboratory Technician,3,Divorced,1962,2282,4,Y,No,13,4,4,80,0,5,2,3,12,1,0,2
32,No,Travel_Rarely,446,Sales,8,2,Medical,1,3,Male,37,3,1,Manager,4,Married,3298,16993,0,Y,No,13,3,3,80,0,1,2,3,6,1,0,8
39,No,Travel_Rarely,1083,Sales,29,2,Medical,1,3,Male,41,2,3,Sales Executive,3,Married,5320,3077,1,Y,Yes,15,3,3,80,2,0,3,2,4,3,0,8
19,No,Travel_Rarely,715,Sales,2,3,Medical,1,4,Male,83,3,5,Laboratory Technician,1,Single,1009,25746,1,Y,Yes,23,3,1,80,0,12,4,2,8,0,0,0
20,No,Travel_Rarely,351,Research & Development,13,1,Life Sciences,1,1,Male,51,3,2,Laboratory Technician,2,Single,3819,21237,0,Y,Yes,19,3,4,80,1,3,2,3,6,2,0,2
46,No,Travel_Frequently,106,Research & Development,5,3,Marketing,1,1,Male,58,3,3,Research Scientist,4,Divorced,2890,20145,1,Y,No,16,3,4,80,2,0,2,4,12,5,0,0
26,No,Travel_Rarely,309,Research & Development,13,3,Life Sciences,1,3,Female,35,3,1,Laboratory Technician,1,Married,2845,18525,1,Y,Yes,16,3,1,80,1,2,2,2,28,0,0,2
49,No,Travel_Rarely,569,Sales,15,3,Life Sciences,1,3,Male,81,2,2,Laboratory Technician,1,Married,2996,15555,3,Y,No,16,3,1,80,1,0,1,4,13,0,0,4
49,Yes,Travel_Rarely,102,Research & Development,3,3,Life Sciences,1,3,Female,60,2,1,Sales Executive,1,Single,2587,6906,1,Y,No,16,3,2,80,0,25,2,3,24,0,0,7
57,No,Travel_Rarely,1269,Research & Development,15,5,Life Sciences,1,2,Female,41,2,2,Manager,1,Married,1009,7196,5,Y,Yes,16,3,4,80,0,11,2,4,12,0,1,0
21,No,Non-Travel,617,Sales,29,2,Medical,1,3,Male,88,2,2,Laboratory Technician,4,Single,3446,15000,1,Y,No,16,3,3,80,0,3,2,3,11,1,2,6
24,No,Travel_Rarely,275,Research & Development,1,3,Life Sciences,1,1,Male,88,3,2,Research Scientist,4,Single,1009,16612,1,Y,No,13,3,2,80,0,2,3,2,1,6,0,6
35,No,Travel_Frequently,1180,Research & Development,13,3,Life Sciences,1,2,Male,92,2,1,Sales Executive,4,Married,3650,6150,1,Y,No,22,3,2,80,1,0,2,3,7,0,0,7
27,No,Travel_Rarely,402,Research & Development,12,4,Medical,1,2,Male,54,2,2,Sales Executive,4,Divorced,2398,7174,1,Y,No,21,3,4,80,0,14,2,3,24,4,2,7
34,No,Travel_Rarely,1043,Sales,17,4,Other,1,2,Male,49,3,1,Laboratory Technician,4,Married,3021,2178,1,Y,No,20,3,2,80,1,6,3,3,5,2,2,2
48,No,Travel_Rarely,355,Sales,27,1,Medical,1,1,Male,86,3,2,Research Scientist,3,Divorced,5604,22343,3,Y,No,15,3,4,80,0,14,3,3,11,2,0,6
32,No,Travel_Rarely,164,Research & Development,2,1,Life Sciences,1,1,Female,100,3,3,Laboratory Technician,4,Married,1009,4877,0,Y,No,18,3,1,80,1,0,2,3,11,2,1,2
31,No,Non-Travel,355,Sales,4,4,Life Sciences,1,3,Male,86,3,2,Sales Executive,4,Single,1009,18201,1,Y,Yes,16,4,3,80,0,11,4,3,7,8,1,3
48,No,Travel_Rarely,617,Research & Development,4,2,Life Sciences,1,3,Female,56,2,3,Sales Executive,3,Divorced,2917,13767,3,Y,No,21,3,1,80,1,10,4,3,27,2,0,10
34,No,Travel_Rarely,102,Research & Development,26,4,Medical,1,1,Male,53,3,2,Research Scientist,4,Married,2017,12320,7,Y,No,16,3,1,80,0,3,2,2,12,3,0,2
28,No,Travel_Frequently,114,Sales,19,2,Medical,1,3,Female,93,2,1,Manager,1,Divorced,1009,8480,1,Y,No,16,3,2,80,0,8,2,3,10,0,0,2
32,No,Travel_Rarely,1107,Sales,2,4,Medical,1,2,Male,55,3,2,Research Scientist,2,Single,3069,6429,8,Y,No,12,3,1,80,0,30,3,3,6,1,2,2
33,No,Travel_Frequently,1123,Sales,29,3,Life Sciences,1,4,Female,82,4,2,Sales Executive,1,Single,4796,3213,5,Y,No,13,3,4,80,0,7,3,3,2,2,1,7
38,Yes,Non-Travel,265,Human Resources,4,4,Medical,1,2,Female,51,3,1,Sales Executive,4,Single,2270,7667,0,Y,No,25,3,1,80,1,7,2,4,12,4,0,7
58,No,Travel_Rarely,164,Research & Development,9,3,Life Sciences,1,1,Male,100,3,2,Laboratory Technician,1,Married,1721,2566,6,Y,Yes,15,3,3,80,1,2,2,3,3,2,1,0
36,Yes,Travel_Rarely,192,Sales,29,2,Technical Degree,1,4,Male,100,3,2,Sales Executive,2,Married,1009,21417,1,Y,No,16,3,1,80,0,13,5,3,3,2,0,0
35,No,Non-Travel,1192,Research & Development,5,3,Medical,1,4,Male,48,3,1,Laboratory Technician,4,Single,5387,15844,2,Y,Yes,23,3,3,80,0,2,3,2,6,2,0,5
37,No,Travel_Rarely,102,Sales,9,2,Life Sciences,1,4,Female,81,1,1,Laboratory Technician,4,Married,2145,20898,1,Y,Yes,11,3,2,80,1,9,3,3,35,3,0,3
41,No,Travel_Rarely,302,Research & Development,11,3,Medical,1,4,Male,61,4,1,Laboratory Technician,3,Single,5336,7315,1,Y,No,12,3,2,80,1,11,3,3,9,6,1,5
32,No,Travel_Frequently,168,Sales,9,3,Life Sciences,1,3,Female,52,3,2,Laboratory Technician,4,Married,2160,26999,6,Y,No,13,3,3,80,1,8,3,2,8,6,0,4
56,Yes,Travel_Rarely,1387,Research & Development,9,2,Medical,1,2,Female,100,3,1,Healthcare Representative,3,Single,3466,16205,1,Y,No,12,3,4,80,1,0,2,3,4,0,1,3
25,No,Travel_Rarely,488,Research & Development,26,5,Life Sciences,1,3,Male,100,3,5,Sales Executive,1,Married,3466,7156,1,Y,No,16,3,1,80,1,1,2,4,18,2,2,3
39,No,Travel_Rarely,198,Research & Development,18,5,Life Sciences,1,4,Female,52,2,2,Healthcare Representative,1,Single,4050,22094,1,Y,No,25,3,4,80,1,4,0,3,13,0,0,7
45,No,Travel_Frequently,545,Sales,26,4,Medical,1,1,Male,100,3,1,Sales Executive,4,Single,10109,3012,2,Y,No,15,4,1,80,0,5,3,3,6,2,0,8
37,No,Travel_Rarely,102,Research & Development,28,3,Medical,1,1,Female,100,3,2,Sales Executive,1,Married,1009,18014,3,Y,No,15,3,3,80,0,17,0,3,16,6,1,12
33,Yes,Non-Travel,1479,Human Resources,29,3,Life Sciences,1,2,Male,82,2,1,Research Scientist,2,Divorced,10156,5962,1,Y,Yes,15,3,1,80,0,0,2,2,10,5,0,6
28,No,Travel_Rarely,1197,Sales,4,2,Life Sciences,1,4,Male,83,3,1,Sales Executive,2,Married,3023,4712,1,Y,Yes,13,3,3,80,1,3,2,3,11,1,0,8
30,No,Travel_Rarely,102,Sales,29,1,Technical Degree,1,2,Female,61,3,1,Laboratory Technician,4,Divorced,10480,3266,4,Y,Yes,23,3,4,80,1,12,2,3,4,2,0,7
33,No,Travel_Rarely,704,Sales,5,3,Life Sciences,1,3,Male,63,3,3,Research Scientist,1,Married,2692,12393,1,Y,No,16,3,1,80,0,10,2,3,10,2,0,7
20,No,Travel_Rarely,1186,Sales,5,3,Medical,1,3,Female,49,3,1,Research Scientist,3,Divorced,2196,6203,5,Y,Yes,13,3,3,80,1,7,3,2,6,2,1,6
60,Yes,Travel_Rarely,1214,Sales,23,4,Marketing,1,3,Female,47,3,2,Research Director,2,Single,4782,5216,8,Y,No,16,3,4,80,1,3,3,2,10,2,0,4
21,No,Travel_Rarely,520,Sales,29,3,Life Sciences,1,4,Male,71,2,1,Sales Executive,1,Divorced,1035,6308,1,Y,No,17,3,1,80,2,0,3,2,4,4,0,6
30,No,Non-Travel,102,Research & Development,3,2,Life Sciences,1,2,Male,39,3,1,Sales Executive,3,Married,4238,12226,1,Y,No,15,3,1,80,1,0,2,4,12,4,0,1
31,No,Travel_Rarely,303,Sales,29,2,Life Sciences,1,3,Male,46,3,1,Research Scientist,2,Single,3500,8224,9,Y,No,12,3,3,80,1,6,2,2,30,0,0,0
60,No,Travel_Frequently,1428,Sales,27,3,Medical,1,1,Female,86,3,2,Laboratory Technician,4,Single,3818,12495,1,Y,No,13,3,4,80,0,0,6,3,7,7,1,2
54,No,Travel_Rarely,894,Research & Development,4,3,Life Sciences,1,4,Male,100,2,3,Research Scientist,2,Single,1009,21271,8,Y,No,21,3,4,80,0,2,2,3,13,1,0,4
31,No,Non-Travel,335,Sales,28,2,Life Sciences,1,2,Male,100,3,2,Healthcare Representative,1,Divorced,9053,19533,1,Y,No,16,3,3,80,0,5,5,3,11,2,0,2
40,No,Travel_Rarely,102,Sales,29,5,Life Sciences,1,1,Male,43,3,3,Research Scientist,1,Married,2356,6645,1,Y,Yes,13,3,3,80,0,7,1,2,29,0,1,0
24,No,Travel_Rarely,843,Research & Development,5,1,Medical,1,3,Female,48,3,2,Research Scientist,2,Divorced,1469,13262,3,Y,Yes,21,3,3,80,0,6,3,3,5,1,1,6
28,No,Travel_Rarely,102,Research & Development,10,2,Life Sciences,1,3,Male,90,2,1,Research Scientist,3,Married,3686,9552,8,Y,Yes,21,3,1,80,1,4,3,3,8,2,0,0
28,No,Travel_Rarely,824,Sales,11,1,Life Sciences,1,4,Male,90,3,3,Laboratory Technician,4,Divorced,6013,7312,2,Y,Yes,19,3,3,80,1,6,3,3,12,1,1,2
29,No,Travel_Rarely,1402,Research & Development,3,4,Life Sciences,1,2,Male,95,3,1,Sales Executive,3,Single,2547,4673,1,Y,No,15,3,4,80,0,5,2,3,4,0,1,6
39,No,Travel_Rarely,112,Human Resources,23,3,Other,1,3,Female,96,3,1,Sales Representative,2,Married,3578,21858,4,Y,No,13,3,4,80,1,5,2,3,11,2,0,2
28,No,Travel_Rarely,497,Sales,12,4,Life Sciences,1,2,Male,58,3,4,Sales Executive,4,Single,4009,25228,1,Y,No,16,3,3,80,1,11,3,3,6,2,1,7
30,No,Travel_Rarely,102,Research & Development,3,1,Medical,1,3,Male,51,3,3,Sales Executive,1,Married,1857,15875,1,Y,No,25,3,1,80,0,0,2,3,17,3,0,2
35,No,Travel_Rarely,297,Sales,5,4,Medical,1,3,Female,86,3,1,Research Scientist,1,Married,2374,9259,1,Y,Yes,14,3,3,80,0,9,3,2,12,8,0,4
35,No,Travel_Rarely,207,Sales,11,3,Medical,1,2,Female,100,4,2,Sales Executive,3,Divorced,2568,9413,8,Y,Yes,12,3,2,80,0,3,2,2,12,6,0,6
22,No,Travel_Rarely,1400,Research & Development,24,3,Medical,1,4,Male,54,2,1,Research Director,1,Married,3267,20834,1,Y,Yes,22,3,1,80,1,3,2,3,13,0,1,1
29,No,Travel_Rarely,164,Research & Development,11,1,Life Sciences,1,4,Male,33,3,1,Laboratory Technician,1,Divorced,3063,4561,1,Y,Yes,14,3,3,80,0,5,5,3,3,4,7,3
28,No,Travel_Rarely,903,Research & Development,26,3,Life Sciences,1,2,Male,95,3,1,Manager,3,Single,4592,13359,0,Y,Yes,22,3,2,80,0,3,2,3,1,3,0,0
23,No,Non-Travel,695,Sales,4,4,Medical,1,3,Female,62,3,3,Healthcare Representative,2,Single,1090,20135,1,Y,No,16,3,3,80,3,2,2,1,6,0,0,4
36,No,Travel_Rarely,586,Sales,24,3,Life Sciences,1,3,Male,100,3,1,Sales Executive,4,Married,2531,23610,1,Y,Yes,13,3,2,80,0,5,6,3,12,5,0,7
51,No,Travel_Rarely,280,Sales,29,4,Life Sciences,1,2,Female,71,3,1,Manager,3,Married,2700,10871,3,Y,No,22,4,3,80,1,1,3,3,11,2,0,5
52,No,Travel_Rarely,786,Research & Development,5,3,Life Sciences,1,4,Female,97,2,2,Laboratory Technician,2,Single,4101,26999,1,Y,No,15,3,2,80,1,7,3,3,5,1,0,7
18,Yes,Travel_Rarely,1152,Research & Development,3,3,Life Sciences,1,3,Male,58,3,2,Research Director,4,Single,1778,22668,1,Y,No,18,3,3,80,0,3,2,3,13,1,0,3
44,No,Travel_Rarely,415,Research & Development,14,3,Medical,1,4,Female,34,3,2,Research Scientist,2,Single,2976,10346,8,Y,No,16,3,1,80,0,1,1,4,3,0,0,13
27,No,Travel_Rarely,128,Research & Development,2,3,Medical,1,1,Female,88,1,1,Sales Representative,3,Divorced,4839,4954,9,Y,No,22,3,3,80,1,11,2,3,3,4,0,0
38,No,Travel_Rarely,567,Research & Development,29,3,Other,1,3,Male,100,4,1,Manufacturing Director,2,Single,3148,10532,1,Y,No,23,3,3,80,1,8,2,2,37,0,0,3
41,No,Non-Travel,790,Sales,29,4,Life Sciences,1,2,Male,45,3,2,Research Scientist,1,Married,1697,3112,3,Y,Yes,15,3,4,80,0,6,2,3,1,0,1,0
32,No,Travel_Rarely,775,Research & Development,29,3,Medical,1,3,Male,96,3,1,Healthcare Representative,4,Divorced,3271,5317,8,Y,No,18,3,3,80,1,0,2,3,2,6,0,8
34,No,Travel_Rarely,953,Sales,28,2,Medical,1,4,Male,100,1,3,Research Scientist,4,Divorced,1009,3501,0,Y,Yes,23,3,3,80,1,0,2,3,8,0,5,0
34,No,Travel_Rarely,903,Research & Development,4,4,Life Sciences,1,4,Female,51,3,3,Sales Executive,1,Married,6456,12019,2,Y,No,15,3,3,80,1,3,3,4,7,2,0,2
37,No,Travel_Rarely,141,Research & Development,9,3,Life Sciences,1,3,Female,50,3,1,Manufacturing Director,2,Divorced,5134,4879,1,Y,No,14,3,3,80,1,11,3,3,9,0,0,0
24,No,Travel_Rarely,102,Research & Development,2,2,Medical,1,3,Female,83,2,1,Sales Executive,3,Single,4487,9376,1,Y,No,21,3,4,80,1,2,2,3,7,0,0,6
26,No,Travel_Rarely,384,Research & Development,29,2,Medical,1,4,Male,100,2,1,Sales Executive,2,Single,1505,16384,0,Y,No,12,4,4,80,1,3,2,3,8,3,2,2
26,No,Travel_Rarely,102,Sales,29,3,Life Sciences,1,3,Male,38,3,1,Sales Executive,3,Single,13198,2094,1,Y,Yes,20,3,3,80,2,1,2,3,9,1,6,4
23,No,Travel_Rarely,1474,Research & Development,25,4,Life Sciences,1,1,Male,100,3,1,Research Scientist,4,Single,1009,2371,1,Y,No,16,3,2,80,0,11,4,3,8,0,0,2
24,No,Travel_Rarely,572,Research & Development,12,4,Medical,1,4,Female,41,3,3,Healthcare Representative,4,Married,14849,14241,1,Y,No,18,3,3,80,0,7,2,3,11,2,0,1
20,No,Travel_Frequently,772,Sales,24,2,Medical,1,3,Female,99,3,1,Sales Executive,3,Single,3706,24719,1,Y,Yes,16,3,2,80,1,0,2,3,11,2,2,2
31,No,Travel_Frequently,1320,Research & Development,4,2,Life Sciences,1,2,Male,58,3,5,Sales Executive,4,Single,3606,10272,1,Y,Yes,15,3,4,80,3,21,4,3,4,2,0,5
40,No,Travel_Rarely,1499,Sales,4,3,Life Sciences,1,1,Female,100,3,5,Laboratory Technician,4,Divorced,1100,17358,0,Y,No,13,3,4,80,1,0,3,3,3,3,1,2
36,No,Travel_Rarely,102,Research & Development,4,3,Life Sciences,1,1,Female,77,3,1,Sales Executive,4,Married,4513,6103,1,Y,No,21,3,4,80,1,0,2,3,8,0,0,4
40,No,Travel_Rarely,102,Sales,29,2,Life Sciences,1,3,Male,100,3,2,Research Scientist,3,Married,1362,21936,0,Y,Yes,16,3,4,80,1,11,3,2,13,0,0,5
22,No,Travel_Rarely,261,Research & Development,16,4,Life Sciences,1,3,Male,100,3,2,Sales Representative,1,Married,1311,5051,1,Y,Yes,22,4,3,80,0,6,3,3,4,3,0,7
